學校代碼,學校名稱,科系代碼,科系名稱,日間_進修別,等級別,上學年畢業生男,上學年畢業生女,縣市名稱,體系別
0001,國立政治大學,310705,日本研究碩士學位學程,D日,M碩士,3,5,30臺北市,1一般
0001,國立政治大學,310709,俄羅斯研究所,D日,M碩士,5,3,30臺北市,1一般
0001,國立政治大學,310728,亞太研究英語博士學位學程,D日,D博士,5,2,30臺北市,1一般
0001,國立政治大學,310728,亞太研究英語碩士學位學程,D日,M碩士,12,13,30臺北市,1一般
0001,國立政治大學,310801,公共行政學系,D日,D博士,2,3,30臺北市,1一般
0001,國立政治大學,310801,公共行政學系,D日,M碩士,7,22,30臺北市,1一般
0001,國立政治大學,310801,公共行政學系,D日,B學士,7,32,30臺北市,1一般
0001,國立政治大學,310804,行政管理碩士學程,N職,M碩士,29,48,30臺北市,1一般
0001,國立政治大學,310811,地政學系,D日,D博士,0,1,30臺北市,1一般
0001,國立政治大學,310811,地政學系,D日,M碩士,9,12,30臺北市,1一般
0001,國立政治大學,310811,地政學系,D日,B學士,63,67,30臺北市,1一般
0001,國立政治大學,310811,地政學系碩士在職專班,N職,M碩士,7,16,30臺北市,1一般
0001,國立政治大學,310905,外交學系,D日,D博士,0,2,30臺北市,1一般
0001,國立政治大學,310905,外交學系,D日,M碩士,11,18,30臺北市,1一般
0001,國立政治大學,310905,外交學系,D日,B學士,19,59,30臺北市,1一般
0001,國立政治大學,310905,外交學系戰略與國際事務碩士在職專班,N職,M碩士,10,4,30臺北市,1一般
0001,國立政治大學,310909,國際研究英語碩士學位學程,D日,M碩士,3,8,30臺北市,1一般
0001,國立政治大學,311002,國家發展研究所,D日,D博士,6,0,30臺北市,1一般
0001,國立政治大學,311002,國家發展研究所,D日,M碩士,5,9,30臺北市,1一般
0001,國立政治大學,311003,勞工研究所,D日,M碩士,3,11,30臺北市,1一般
0001,國立政治大學,320102,傳播學院傳播學士學位學程,D日,B學士,5,13,30臺北市,1一般
0001,國立政治大學,320115,國際傳播英語碩士學位學程,D日,M碩士,3,8,30臺北市,1一般
0001,國立政治大學,320201,新聞學系,D日,D博士,1,1,30臺北市,1一般
0001,國立政治大學,320201,新聞學系,D日,M碩士,6,17,30臺北市,1一般
0001,國立政治大學,320201,新聞學系,D日,B學士,24,53,30臺北市,1一般
0001,國立政治大學,320301,廣播電視學系,D日,M碩士,6,7,30臺北市,1一般
0001,國立政治大學,320301,廣播電視學系,D日,B學士,6,43,30臺北市,1一般
0001,國立政治大學,320602,圖書資訊學數位碩士在職專班,N職,M碩士,3,8,30臺北市,1一般
0001,國立政治大學,320603,圖書資訊與檔案學研究所,D日,M碩士,4,11,30臺北市,1一般
0001,國立政治大學,320802,廣告學系,D日,M碩士,3,12,30臺北市,1一般
0001,國立政治大學,320802,廣告學系,D日,B學士,10,40,30臺北市,1一般
0001,國立政治大學,329999,傳播學院碩士在職專班,N職,M碩士,4,11,30臺北市,1一般
0001,國立政治大學,340201,會計學系,D日,D博士,1,3,30臺北市,1一般
0001,國立政治大學,340201,會計學系,D日,M碩士,15,36,30臺北市,1一般
0001,國立政治大學,340201,會計學系,D日,B學士,35,80,30臺北市,1一般
0001,國立政治大學,340301,企業管理學系,D日,D博士,2,4,30臺北市,1一般
0001,國立政治大學,340301,企業管理研究所(MBA學位學程)(合併商管專業學院),D日,M碩士,41,50,30臺北市,1一般
0001,國立政治大學,340301,企業管理學系,D日,B學士,32,63,30臺北市,1一般
0001,國立政治大學,340303,經營管理碩士學程全球台商班,N職,M碩士,19,8,30臺北市,1一般
0001,國立政治大學,340303,經營管理碩士學程高階經營班,N職,M碩士,100,74,30臺北市,1一般
0001,國立政治大學,340310,國際經營管理碩士學程,D日,M碩士,25,30,30臺北市,1一般
0001,國立政治大學,340408,國際經營與貿易學系,D日,M碩士,16,22,30臺北市,1一般
0001,國立政治大學,340408,國際經營與貿易學系,D日,B學士,34,53,30臺北市,1一般
0001,國立政治大學,340504,財務管理學系,D日,D博士,0,1,30臺北市,1一般
0001,國立政治大學,340504,財務管理學系,D日,M碩士,14,12,30臺北市,1一般
0001,國立政治大學,340504,財務管理學系,D日,B學士,18,29,30臺北市,1一般
0001,國立政治大學,340505,金融學系,D日,D博士,6,0,30臺北市,1一般
0001,國立政治大學,340505,金融學系,D日,M碩士,19,11,30臺北市,1一般
0001,國立政治大學,340505,金融學系,D日,B學士,35,31,30臺北市,1一般
0001,國立政治大學,340601,風險管理與保險學系,D日,D博士,1,0,30臺北市,1一般
0001,國立政治大學,340601,風險管理與保險學系,D日,M碩士,14,14,30臺北市,1一般
0001,國立政治大學,340601,風險管理與保險學系,D日,B學士,30,19,30臺北市,1一般
0001,國立政治大學,340701,財政學系,D日,M碩士,3,17,30臺北市,1一般
0001,國立政治大學,340701,財政學系,D日,B學士,37,55,30臺北市,1一般
0001,國立政治大學,349901,科技管理研究所,D日,D博士,2,2,30臺北市,1一般
0001,國立政治大學,349984,科技管理與智慧財產研究所,D日,M碩士,24,24,30臺北市,1一般
0001,國立政治大學,380101,法律學系,D日,D博士,0,1,30臺北市,1一般
0001,國立政治大學,380101,法律學系,D日,M碩士,18,24,30臺北市,1一般
0001,國立政治大學,380101,法律學系,D日,B學士,113,128,30臺北市,1一般
0001,國立政治大學,380204,法律科際整合研究所,D日,M碩士,6,11,30臺北市,1一般
0001,國立政治大學,389998,法學院碩士在職專班,N職,M碩士,18,9,30臺北市,1一般
0001,國立政治大學,440302,應用物理研究所,D日,M碩士,10,1,30臺北市,1一般
0001,國立政治大學,460102,應用數學系,D日,M碩士,7,0,30臺北市,1一般
0001,國立政治大學,460102,應用數學系,D日,B學士,26,10,30臺北市,1一般
0001,國立政治大學,460201,統計學系,D日,D博士,1,1,30臺北市,1一般
0001,國立政治大學,460201,統計學系,D日,M碩士,19,9,30臺北市,1一般
0001,國立政治大學,460201,統計學系,D日,B學士,24,22,30臺北市,1一般
0001,國立政治大學,480109,資訊管理學系,D日,D博士,3,1,30臺北市,1一般
0001,國立政治大學,480109,資訊管理學系,D日,M碩士,24,9,30臺北市,1一般
0001,國立政治大學,480109,資訊管理學系,D日,B學士,45,31,30臺北市,1一般
0001,國立政治大學,480505,數位內容碩士學位學程,D日,M碩士,3,4,30臺北市,1一般
0001,國立政治大學,520116,資訊科學系,D日,D博士,1,0,30臺北市,1一般
0001,國立政治大學,520116,資訊科學系,D日,M碩士,24,4,30臺北市,1一般
0001,國立政治大學,520116,資訊科學系,D日,B學士,38,5,30臺北市,1一般
0001,國立政治大學,520116,資訊科學系碩士在職專班,N職,M碩士,11,3,30臺北市,1一般
0001,國立政治大學,720111,神經科學研究所,D日,M碩士,4,6,30臺北市,1一般
0001,國立政治大學,760301,社會工作研究所,D日,M碩士,2,7,30臺北市,1一般
0002,國立清華大學,220101,台灣文學研究所,D日,M碩士,1,7,18新竹市,1一般
0002,國立清華大學,220201,中國文學系,D日,D博士,2,2,18新竹市,1一般
0002,國立清華大學,220201,中國文學系,D日,M碩士,5,12,18新竹市,1一般
0002,國立清華大學,220201,中國文學系,D日,B學士,8,44,18新竹市,1一般
0002,國立清華大學,220301,外國語文學系,D日,M碩士,2,7,18新竹市,1一般
0002,國立清華大學,220301,外國語文學系,D日,B學士,5,48,18新竹市,1一般
0002,國立清華大學,220701,語言學研究所,D日,M碩士,5,8,18新竹市,1一般
0002,國立清華大學,220901,歷史研究所,D日,D博士,1,0,18新竹市,1一般
0002,國立清華大學,220901,歷史研究所,D日,M碩士,6,5,18新竹市,1一般
0002,國立清華大學,221001,人類學研究所,D日,D博士,0,2,18新竹市,1一般
0002,國立清華大學,221001,人類學研究所,D日,M碩士,1,4,18新竹市,1一般
0002,國立清華大學,221101,哲學研究所,D日,M碩士,5,4,18新竹市,1一般
0002,國立清華大學,229999,人文社會學院學士班,D日,B學士,21,52,18新竹市,1一般
0002,國立清華大學,310101,經濟學系,D日,D博士,1,2,18新竹市,1一般
0002,國立清華大學,310101,經濟學系,D日,M碩士,8,9,18新竹市,1一般
0002,國立清華大學,310101,經濟學系,D日,B學士,45,75,18新竹市,1一般
0002,國立清華大學,310301,社會學研究所,D日,D博士,1,0,18新竹市,1一般
0002,國立清華大學,310301,社會學研究所,D日,M碩士,6,8,18新竹市,1一般
0002,國立清華大學,310719,台灣研究教師在職進修碩士學位班,N職,M碩士,1,3,18新竹市,1一般
0002,國立清華大學,311019,學習科學研究所,D日,M碩士,1,7,18新竹市,1一般
0002,國立清華大學,340303,經營管理碩士在職專班,N職,M碩士,17,15,18新竹市,1一般
0002,國立清華大學,340310,國際專業管理碩士班,D日,M碩士,2,12,18新竹市,1一般
0002,國立清華大學,340501,計量財務金融學系,D日,M碩士,5,7,18新竹市,1一般
0002,國立清華大學,340501,計量財務金融學系,D日,B學士,25,26,18新竹市,1一般
0002,國立清華大學,349901,科技管理研究所,D日,D博士,2,3,18新竹市,1一般
0002,國立清華大學,349901,科技管理研究所,D日,M碩士,18,17,18新竹市,1一般
0002,國立清華大學,349939,高階經營管理碩士在職專班,N職,M碩士,27,6,18新竹市,1一般
0002,國立清華大學,349951,服務科學研究所,D日,M碩士,4,9,18新竹市,1一般
0002,國立清華大學,349996,科技管理學院學士班,D日,B學士,13,30,18新竹市,1一般
0002,國立清華大學,380203,科技法律研究所,D日,M碩士,9,11,18新竹市,1一般
0002,國立清華大學,420103,生命科學系,D日,B學士,41,20,18新竹市,1一般
0002,國立清華大學,420302,生物科技研究所,D日,D博士,6,1,18新竹市,1一般
0002,國立清華大學,420302,生物科技研究所,D日,M碩士,12,14,18新竹市,1一般
0002,國立清華大學,420313,分子與細胞生物研究所,D日,D博士,1,2,18新竹市,1一般
0002,國立清華大學,420313,分子與細胞生物研究所,D日,M碩士,11,10,18新竹市,1一般
0002,國立清華大學,420605,生物資訊與結構生物研究所,D日,D博士,7,2,18新竹市,1一般
0002,國立清華大學,420605,生物資訊與結構生物研究所,D日,M碩士,13,9,18新竹市,1一般
0002,國立清華大學,429903,生命科學院學士班,D日,B學士,12,11,18新竹市,1一般
0002,國立清華大學,429904,系統神經科學研究所,D日,M碩士,1,0,18新竹市,1一般
0002,國立清華大學,440101,化學系,D日,D博士,28,7,18新竹市,1一般
0002,國立清華大學,440101,化學系,D日,M碩士,31,29,18新竹市,1一般
0002,國立清華大學,440101,化學系,D日,B學士,40,20,18新竹市,1一般
0002,國立清華大學,440301,物理學系,D日,D博士,17,3,18新竹市,1一般
0002,國立清華大學,440301,物理學系,D日,M碩士,35,5,18新竹市,1一般
0002,國立清華大學,440301,物理學系,D日,B學士,53,7,18新竹市,1一般
0002,國立清華大學,440601,天文研究所,D日,M碩士,2,4,18新竹市,1一般
0002,國立清華大學,449905,先進光源科技學位學程,D日,M碩士,9,0,18新竹市,1一般
0002,國立清華大學,449999,理學院學士班,D日,B學士,26,8,18新竹市,1一般
0002,國立清華大學,460101,數學系,D日,D博士,2,0,18新竹市,1一般
0002,國立清華大學,460101,數學系,D日,M碩士,17,2,18新竹市,1一般
0002,國立清華大學,460101,數學系,D日,B學士,34,8,18新竹市,1一般
0002,國立清華大學,460201,統計學研究所,D日,D博士,4,1,18新竹市,1一般
0002,國立清華大學,460201,統計學研究所,D日,M碩士,18,7,18新竹市,1一般
0002,國立清華大學,480401,資訊系統與應用研究所,D日,D博士,1,2,18新竹市,1一般
0002,國立清華大學,480401,資訊系統與應用研究所,D日,M碩士,23,13,18新竹市,1一般
0002,國立清華大學,520101,電機工程學系,D日,D博士,16,0,18新竹市,1一般
0002,國立清華大學,520101,電機工程學系,D日,M碩士,101,21,18新竹市,1一般
0002,國立清華大學,520101,電機工程學系,D日,B學士,103,11,18新竹市,1一般
0002,國立清華大學,520103,電子工程研究所,D日,D博士,9,0,18新竹市,1一般
0002,國立清華大學,520103,電子工程研究所,D日,M碩士,55,15,18新竹市,1一般
0002,國立清華大學,520106,光電工程研究所,D日,D博士,9,2,18新竹市,1一般
0002,國立清華大學,520106,光電工程研究所,D日,M碩士,40,5,18新竹市,1一般
0002,國立清華大學,520114,資訊工程學系,D日,D博士,14,2,18新竹市,1一般
0002,國立清華大學,520114,資訊工程學系,D日,M碩士,109,31,18新竹市,1一般
0002,國立清華大學,520114,資訊工程學系,D日,B學士,98,24,18新竹市,1一般
0002,國立清華大學,520126,通訊工程研究所,D日,D博士,5,0,18新竹市,1一般
0002,國立清華大學,520126,通訊工程研究所,D日,M碩士,39,12,18新竹市,1一般
0002,國立清華大學,520188,半導體元件及製程產業研發碩士專班,D日,M碩士,1,0,18新竹市,1一般
0002,國立清華大學,520196,電機資訊學院學士班,D日,B學士,18,3,18新竹市,1一般
0002,國立清華大學,520201,動力機械工程學系,D日,D博士,14,2,18新竹市,1一般
0002,國立清華大學,520201,動力機械工程學系,D日,M碩士,106,14,18新竹市,1一般
0002,國立清華大學,520201,動力機械工程學系,D日,B學士,98,10,18新竹市,1一般
0002,國立清華大學,520401,化學工程學系,D日,D博士,17,3,18新竹市,1一般
0002,國立清華大學,520401,化學工程學系,D日,M碩士,43,25,18新竹市,1一般
0002,國立清華大學,520401,化學工程學系,D日,B學士,41,17,18新竹市,1一般
0002,國立清華大學,520502,材料科學工程學系,D日,D博士,32,6,18新竹市,1一般
0002,國立清華大學,520502,材料科學工程學系,D日,M碩士,67,22,18新竹市,1一般
0002,國立清華大學,520502,材料科學工程學系,D日,B學士,101,25,18新竹市,1一般
0002,國立清華大學,520518,奈米工程與微系統研究所,D日,D博士,5,0,18新竹市,1一般
0002,國立清華大學,520518,奈米工程與微系統研究所,D日,M碩士,12,7,18新竹市,1一般
0002,國立清華大學,520601,工業工程與工程管理學系,D日,D博士,5,2,18新竹市,1一般
0002,國立清華大學,520601,工業工程與工程管理學系,D日,M碩士,56,34,18新竹市,1一般
0002,國立清華大學,520601,工業工程與工程管理學系,D日,B學士,40,22,18新竹市,1一般
0002,國立清華大學,520601,工業工程與工程管理學系碩士在職專班,N職,M碩士,26,7,18新竹市,1一般
0002,國立清華大學,521104,生醫工程與環境科學系,D日,D博士,8,5,18新竹市,1一般
0002,國立清華大學,521104,生醫工程與環境科學系,D日,M碩士,20,17,18新竹市,1一般
0002,國立清華大學,521104,生醫工程與環境科學系,D日,B學士,26,19,18新竹市,1一般
0002,國立清華大學,521108,生物醫學工程研究所,D日,M碩士,1,3,18新竹市,1一般
0002,國立清華大學,521201,工程與系統科學系,D日,D博士,8,1,18新竹市,1一般
0002,國立清華大學,521201,工程與系統科學系,D日,M碩士,61,16,18新竹市,1一般
0002,國立清華大學,521201,工程與系統科學系,D日,B學士,75,27,18新竹市,1一般
0002,國立清華大學,521202,核子工程與科學研究所,D日,D博士,1,0,18新竹市,1一般
0002,國立清華大學,521202,核子工程與科學研究所,D日,M碩士,11,9,18新竹市,1一般
0002,國立清華大學,521399,原子科學院學士班,D日,B學士,10,2,18新竹市,1一般
0002,國立清華大學,529999,工學院學士班,D日,B學士,14,4,18新竹市,1一般
0002,國立清華大學,720107,分子醫學研究所,D日,D博士,3,4,18新竹市,1一般
0002,國立清華大學,720107,分子醫學研究所,D日,M碩士,6,18,18新竹市,1一般
0002,國立清華大學,720117,醫學科學系,D日,B學士,7,5,18新竹市,1一般
0003,國立臺灣大學,210401,音樂學研究所,D日,M碩士,0,5,30臺北市,1一般
0003,國立臺灣大學,210501,戲劇學系,D日,M碩士,2,3,30臺北市,1一般
0003,國立臺灣大學,210501,戲劇學系,D日,B學士,9,12,30臺北市,1一般
0003,國立臺灣大學,210703,藝術史研究所,D日,M碩士,1,8,30臺北市,1一般
0003,國立臺灣大學,220101,臺灣文學研究所,D日,M碩士,5,5,30臺北市,1一般
0003,國立臺灣大學,220201,中國文學系,D日,D博士,8,5,30臺北市,1一般
0003,國立臺灣大學,220201,中國文學系,D日,M碩士,12,10,30臺北市,1一般
0003,國立臺灣大學,220201,中國文學系,D日,B學士,11,51,30臺北市,1一般
0003,國立臺灣大學,220201,中國文學系國際學生學士班,D日,B學士,5,10,30臺北市,1一般
0003,國立臺灣大學,220301,外國語文學系,D日,D博士,2,1,30臺北市,1一般
0003,國立臺灣大學,220301,外國語文學系,D日,M碩士,4,11,30臺北市,1一般
0003,國立臺灣大學,220301,外國語文學系,D日,B學士,25,92,30臺北市,1一般
0003,國立臺灣大學,220320,日本語文學系,D日,M碩士,1,9,30臺北市,1一般
0003,國立臺灣大學,220320,日本語文學系,D日,B學士,12,49,30臺北市,1一般
0003,國立臺灣大學,220701,語言學研究所,D日,M碩士,3,3,30臺北市,1一般
0003,國立臺灣大學,220901,歷史學系,D日,D博士,5,2,30臺北市,1一般
0003,國立臺灣大學,220901,歷史學系,D日,M碩士,12,8,30臺北市,1一般
0003,國立臺灣大學,220901,歷史學系,D日,B學士,19,32,30臺北市,1一般
0003,國立臺灣大學,220901,歷史學系,P進,B學士,1,2,30臺北市,1一般
0003,國立臺灣大學,221001,人類學系,D日,D博士,0,1,30臺北市,1一般
0003,國立臺灣大學,221001,人類學系,D日,M碩士,2,6,30臺北市,1一般
0003,國立臺灣大學,221001,人類學系,D日,B學士,5,20,30臺北市,1一般
0003,國立臺灣大學,221101,哲學系,D日,D博士,2,1,30臺北市,1一般
0003,國立臺灣大學,221101,哲學系,D日,M碩士,6,2,30臺北市,1一般
0003,國立臺灣大學,221101,哲學系,D日,B學士,14,18,30臺北市,1一般
0003,國立臺灣大學,310101,經濟學系,D日,D博士,6,0,30臺北市,1一般
0003,國立臺灣大學,310101,經濟學系,D日,M碩士,27,11,30臺北市,1一般
0003,國立臺灣大學,310101,經濟學系,D日,B學士,73,75,30臺北市,1一般
0003,國立臺灣大學,310101,經濟學系,N職,M碩士,7,12,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系,D日,D博士,7,1,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系,D日,M碩士,18,16,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系公共行政組,D日,B學士,19,37,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系政治理論組,D日,B學士,26,27,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系國際關係組,D日,B學士,20,55,30臺北市,1一般
0003,國立臺灣大學,310201,政治學系,N職,M碩士,10,14,30臺北市,1一般
0003,國立臺灣大學,310301,社會學系,D日,M碩士,0,5,30臺北市,1一般
0003,國立臺灣大學,310301,社會學系,D日,B學士,19,34,30臺北市,1一般
0003,國立臺灣大學,310501,心理學系一般心理學組,D日,D博士,3,6,30臺北市,1一般
0003,國立臺灣大學,310501,心理學系臨床心理學組,D日,D博士,2,2,30臺北市,1一般
0003,國立臺灣大學,310501,心理學系一般心理學組,D日,M碩士,12,13,30臺北市,1一般
0003,國立臺灣大學,310501,心理學系臨床心理學組,D日,M碩士,5,5,30臺北市,1一般
0003,國立臺灣大學,310501,心理學系,D日,B學士,27,33,30臺北市,1一般
0003,國立臺灣大學,310602,地理環境資源學系,D日,D博士,1,0,30臺北市,1一般
0003,國立臺灣大學,310602,地理環境資源學系,D日,M碩士,15,10,30臺北市,1一般
0003,國立臺灣大學,310602,地理環境資源學系,D日,B學士,21,14,30臺北市,1一般
0003,國立臺灣大學,310602,地理環境資源學系,N職,M碩士,0,1,30臺北市,1一般
0003,國立臺灣大學,311002,國家發展研究所,D日,D博士,4,1,30臺北市,1一般
0003,國立臺灣大學,311002,國家發展研究所,D日,M碩士,20,20,30臺北市,1一般
0003,國立臺灣大學,311002,國家發展研究所,N職,M碩士,12,18,30臺北市,1一般
0003,國立臺灣大學,320201,新聞研究所,D日,M碩士,8,21,30臺北市,1一般
0003,國立臺灣大學,320602,圖書資訊學系,D日,D博士,0,2,30臺北市,1一般
0003,國立臺灣大學,320602,圖書資訊學系,D日,M碩士,2,7,30臺北市,1一般
0003,國立臺灣大學,320602,圖書資訊學系,D日,B學士,1,45,30臺北市,1一般
0003,國立臺灣大學,320602,圖書資訊學系,N職,M碩士,0,2,30臺北市,1一般
0003,國立臺灣大學,340101,商學研究所,D日,D博士,4,3,30臺北市,1一般
0003,國立臺灣大學,340101,商學研究所,D日,M碩士,32,29,30臺北市,1一般
0003,國立臺灣大學,340201,會計學系,D日,D博士,1,2,30臺北市,1一般
0003,國立臺灣大學,340201,會計學系,D日,M碩士,18,24,30臺北市,1一般
0003,國立臺灣大學,340201,會計學系,D日,B學士,43,86,30臺北市,1一般
0003,國立臺灣大學,340302,工商管理學系企業管理組,D日,B學士,14,49,30臺北市,1一般
0003,國立臺灣大學,340302,工商管理學系科技管理組,D日,B學士,23,21,30臺北市,1一般
0003,國立臺灣大學,340307,國際企業學系,D日,D博士,2,1,30臺北市,1一般
0003,國立臺灣大學,340307,國際企業學系,D日,M碩士,45,18,30臺北市,1一般
0003,國立臺灣大學,340307,國際企業學系,D日,B學士,40,57,30臺北市,1一般
0003,國立臺灣大學,340501,財務金融學系,D日,D博士,3,3,30臺北市,1一般
0003,國立臺灣大學,340501,財務金融學系,D日,M碩士,38,31,30臺北市,1一般
0003,國立臺灣大學,340501,財務金融學系,D日,B學士,49,69,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院企業管理碩士專班,D日,M碩士,27,19,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院財務金融組,N職,M碩士,13,9,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院高階公共管理組,N職,M碩士,1,1,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院商學組,N職,M碩士,29,12,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院國際企業管理組,N職,M碩士,31,8,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院會計與管理決策組,N職,M碩士,14,9,30臺北市,1一般
0003,國立臺灣大學,349939,管理學院資訊管理組,N職,M碩士,12,3,30臺北市,1一般
0003,國立臺灣大學,349939,臺大0復旦EMBA境外專班,N職,M碩士,40,13,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系,D日,D博士,1,3,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系,D日,M碩士,50,58,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系司法組,D日,B學士,20,32,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系法學組,D日,B學士,24,36,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系財經法學組,D日,B學士,26,39,30臺北市,1一般
0003,國立臺灣大學,380101,法律學系,P進,B學士,1,0,30臺北市,1一般
0003,國立臺灣大學,380205,科際整合法律學研究所,D日,M碩士,10,19,30臺北市,1一般
0003,國立臺灣大學,420103,生命科學系,D日,D博士,2,2,30臺北市,1一般
0003,國立臺灣大學,420103,生命科學系,D日,M碩士,14,11,30臺北市,1一般
0003,國立臺灣大學,420103,生命科學系,D日,B學士,41,27,30臺北市,1一般
0003,國立臺灣大學,420106,植物科學研究所,D日,D博士,2,2,30臺北市,1一般
0003,國立臺灣大學,420106,植物科學研究所,D日,M碩士,9,15,30臺北市,1一般
0003,國立臺灣大學,420107,昆蟲學系,D日,D博士,2,2,30臺北市,1一般
