"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間_進修別","等級別","上學年畢業生男","上學年畢業生女","縣市名稱","體系別"
109,0020,國立東華大學,04132063,運籌管理研究所,D 日,M 碩士,3,4,15 花蓮縣,1 一般
109,0020,國立東華大學,04134054,公共行政學系,D 日,M 碩士,0,3,15 花蓮縣,1 一般
109,0020,國立東華大學,04134054,公共行政學系,D 日,B 學士,20,23,15 花蓮縣,1 一般
109,0020,國立東華大學,04134054,公共行政學系,N 職,M 碩士,7,14,15 花蓮縣,1 一般
109,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,D 日,B 學士,7,15,15 花蓮縣,1 一般
109,0020,國立東華大學,04211067,法律學士學位學程,D 日,B 學士,7,10,15 花蓮縣,1 一般
109,0020,國立東華大學,05121069,生命科學系生物技術博士班,D 日,D 博士,2,0,15 花蓮縣,1 一般
109,0020,國立東華大學,05121069,生命科學系生物技術碩士班,D 日,M 碩士,4,2,15 花蓮縣,1 一般
109,0020,國立東華大學,05121069,生命科學系,D 日,B 學士,23,18,15 花蓮縣,1 一般
109,0020,國立東華大學,05211094,自然資源與環境學系,D 日,D 博士,1,0,15 花蓮縣,1 一般
109,0020,國立東華大學,05211094,自然資源與環境學系,D 日,M 碩士,12,7,15 花蓮縣,1 一般
109,0020,國立東華大學,05211094,自然資源與環境學系,D 日,B 學士,30,19,15 花蓮縣,1 一般
109,0020,國立東華大學,05211100,人文與環境碩士學位學程,D 日,M 碩士,2,1,15 花蓮縣,1 一般
109,0020,國立東華大學,05311071,化學系,D 日,D 博士,2,0,15 花蓮縣,1 一般
109,0020,國立東華大學,05311071,化學系,D 日,M 碩士,8,1,15 花蓮縣,1 一般
109,0020,國立東華大學,05311071,化學系,D 日,B 學士,26,19,15 花蓮縣,1 一般
109,0020,國立東華大學,05323078,海洋生物研究所,D 日,M 碩士,11,1,15 花蓮縣,1 一般
109,0020,國立東華大學,05331072,物理學系應用物理碩士班,D 日,M 碩士,11,2,15 花蓮縣,1 一般
109,0020,國立東華大學,05331072,物理學系,D 日,B 學士,34,10,15 花蓮縣,1 一般
109,0020,國立東華大學,05411074,應用數學系,D 日,M 碩士,3,1,15 花蓮縣,1 一般
109,0020,國立東華大學,05411074,應用數學系統計碩士班,D 日,M 碩士,3,2,15 花蓮縣,1 一般
109,0020,國立東華大學,05411074,應用數學系,D 日,B 學士,46,22,15 花蓮縣,1 一般
109,0020,國立東華大學,06131086,資訊工程學系,D 日,D 博士,2,0,15 花蓮縣,1 一般
109,0020,國立東華大學,06131086,資訊工程學系,D 日,M 碩士,27,2,15 花蓮縣,1 一般
109,0020,國立東華大學,06131086,資訊工程學系,D 日,B 學士,61,14,15 花蓮縣,1 一般
109,0020,國立東華大學,06131086,資訊工程學系,N 職,M 碩士,1,0,15 花蓮縣,1 一般
109,0020,國立東華大學,06134081,資訊管理碩士學位學程,D 日,M 碩士,2,0,15 花蓮縣,1 一般
109,0020,國立東華大學,06134081,資訊管理學系,D 日,M 碩士,1,3,15 花蓮縣,1 一般
109,0020,國立東華大學,06134081,資訊管理學系,D 日,B 學士,30,22,15 花蓮縣,1 一般
109,0020,國立東華大學,07112090,材料科學與工程學系,D 日,D 博士,1,0,15 花蓮縣,1 一般
109,0020,國立東華大學,07112090,材料科學與工程學系,D 日,M 碩士,10,2,15 花蓮縣,1 一般
109,0020,國立東華大學,07112090,材料科學與工程學系,D 日,B 學士,33,14,15 花蓮縣,1 一般
109,0020,國立東華大學,07141083,電機工程學系,D 日,D 博士,5,0,15 花蓮縣,1 一般
109,0020,國立東華大學,07141083,電機工程學系,D 日,M 碩士,10,2,15 花蓮縣,1 一般
109,0020,國立東華大學,07141083,電機工程學系,D 日,B 學士,51,8,15 花蓮縣,1 一般
109,0020,國立東華大學,07141083,電機工程學系,N 職,M 碩士,1,0,15 花蓮縣,1 一般
109,0020,國立東華大學,07141085,光電工程學系,D 日,M 碩士,10,3,15 花蓮縣,1 一般
109,0020,國立東華大學,07141085,光電工程學系,D 日,B 學士,33,6,15 花蓮縣,1 一般
109,0020,國立東華大學,09231041,民族社會工作學士學位學程,D 日,B 學士,8,9,15 花蓮縣,1 一般
109,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,D 日,M 碩士,0,3,15 花蓮縣,1 一般
109,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,D 日,B 學士,19,39,15 花蓮縣,1 一般
109,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,D 日,D 博士,4,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,D 日,M 碩士,0,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,D 日,B 學士,6,39,08 南投縣,1 一般
109,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系終身學習與人力資源發展碩士班,D 日,M 碩士,3,11,08 南投縣,1 一般
109,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系輔導與諮商碩士班,D 日,M 碩士,2,11,08 南投縣,1 一般
109,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,D 日,B 學士,22,32,08 南投縣,1 一般
109,0021,國立暨南國際大學,01112009,終身學習與人力資源發展碩士學位學程,N 職,M 碩士,3,8,08 南投縣,1 一般
109,0021,國立暨南國際大學,01114010,教育政策與行政學系,D 日,D 博士,3,4,08 南投縣,1 一般
109,0021,國立暨南國際大學,01114010,教育政策與行政學系,D 日,M 碩士,4,5,08 南投縣,1 一般
109,0021,國立暨南國際大學,01114010,教育政策與行政學系,D 日,B 學士,13,42,08 南投縣,1 一般
109,0021,國立暨南國際大學,01115012,課程教學與科技研究所,D 日,M 碩士,2,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,01131007,華語文教學碩士學位學程,D 日,M 碩士,1,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,02221015,歷史學系,D 日,M 碩士,1,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,02221015,歷史學系,D 日,B 學士,28,18,08 南投縣,1 一般
109,0021,國立暨南國際大學,02311014,外國語文學系,D 日,M 碩士,0,1,08 南投縣,1 一般
109,0021,國立暨南國際大學,02311014,外國語文學系,D 日,B 學士,11,47,08 南投縣,1 一般
109,0021,國立暨南國際大學,02322013,中國語文學系,D 日,D 博士,1,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,02322013,中國語文學系,D 日,M 碩士,1,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,02322013,中國語文學系,D 日,B 學士,6,46,08 南投縣,1 一般
109,0021,國立暨南國際大學,03111016,經濟學系,D 日,M 碩士,4,5,08 南投縣,1 一般
109,0021,國立暨南國際大學,03111016,經濟學系,D 日,B 學士,30,36,08 南投縣,1 一般
109,0021,國立暨南國際大學,03131004,諮商心理與人力資源發展學系輔導與諮商博士班,D 日,D 博士,0,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,03131044,教育學院心理健康與諮詢碩士學位學程在職專班,N 職,M 碩士,2,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,03141045,原住民文化產業與社會工作學士學位學程原住民族專班,D 日,B 學士,9,30,08 南投縣,1 一般
109,0021,國立暨南國際大學,03143019,東南亞學系,D 日,D 博士,1,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,03143019,東南亞學系,D 日,M 碩士,4,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,03143019,東南亞學系人類學碩士班,D 日,M 碩士,1,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,03143019,東南亞學系,D 日,B 學士,18,34,08 南投縣,1 一般
109,0021,國立暨南國際大學,03143019,東南亞學系,N 職,M 碩士,2,7,08 南投縣,1 一般
109,0021,國立暨南國際大學,04121025,財務金融學系,D 日,M 碩士,5,6,08 南投縣,1 一般
109,0021,國立暨南國際大學,04121025,財務金融學系,D 日,B 學士,24,31,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131022,國際企業學系,D 日,D 博士,3,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131022,國際企業學系,D 日,M 碩士,9,14,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131022,國際企業學系,D 日,B 學士,19,42,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131023,管理學院兩岸高階主管經營管理境外碩士在職學位學程,N 職,M 碩士,8,5,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131026,新興產業策略與發展博士學位學程,D 日,D 博士,0,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131026,新興產業策略與發展碩士學位學程,D 日,M 碩士,3,5,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131046,區域發展重點產業碩士專班,D 日,M 碩士,2,6,08 南投縣,1 一般
109,0021,國立暨南國際大學,04131047,管理學院高階經營管理碩士學位學程,N 職,M 碩士,22,12,08 南投縣,1 一般
109,0021,國立暨南國際大學,04134020,公共行政與政策學系,D 日,M 碩士,2,3,08 南投縣,1 一般
109,0021,國立暨南國際大學,04134020,公共行政與政策學系,D 日,B 學士,24,38,08 南投縣,1 一般
109,0021,國立暨南國際大學,04134020,公共行政與政策學系,N 職,M 碩士,7,9,08 南投縣,1 一般
109,0021,國立暨南國際大學,04134021,非營利組織經營管理碩士學位學程在職專班,N 職,M 碩士,6,16,08 南投縣,1 一般
109,0021,國立暨南國際大學,05311027,應用化學系,D 日,D 博士,3,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,05311027,應用化學系,D 日,M 碩士,21,11,08 南投縣,1 一般
109,0021,國立暨南國際大學,05311027,應用化學系生物醫學碩士班,D 日,M 碩士,1,1,08 南投縣,1 一般
109,0021,國立暨南國際大學,05311027,應用化學系,D 日,B 學士,27,14,08 南投縣,1 一般
109,0021,國立暨南國際大學,06131030,資訊管理學系,D 日,M 碩士,13,5,08 南投縣,1 一般
109,0021,國立暨南國際大學,06131030,資訊管理學系,D 日,B 學士,32,21,08 南投縣,1 一般
109,0021,國立暨南國際大學,06131034,資訊工程學系,D 日,M 碩士,16,4,08 南投縣,1 一般
109,0021,國立暨南國際大學,06131034,資訊工程學系,D 日,B 學士,31,14,08 南投縣,1 一般
109,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,D 日,M 碩士,1,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,D 日,B 學士,31,13,08 南投縣,1 一般
109,0021,國立暨南國際大學,07141031,電機工程學系,D 日,M 碩士,19,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,07141031,電機工程學系通訊工程碩士班,D 日,M 碩士,1,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,07141031,電機工程學系,D 日,B 學士,44,7,08 南投縣,1 一般
109,0021,國立暨南國際大學,07141033,光電科技碩士學位學程,N 職,M 碩士,5,0,08 南投縣,1 一般
109,0021,國立暨南國際大學,07321035,土木工程學系,D 日,M 碩士,6,2,08 南投縣,1 一般
109,0021,國立暨南國際大學,07321035,土木工程學系,D 日,B 學士,34,12,08 南投縣,1 一般
109,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,D 日,D 博士,1,1,08 南投縣,1 一般
109,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,D 日,M 碩士,4,10,08 南投縣,1 一般
109,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,D 日,B 學士,16,39,08 南投縣,1 一般
109,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,D 日,M 碩士,4,6,08 南投縣,1 一般
109,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,D 日,B 學士,31,59,08 南投縣,1 一般
109,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,D 日,D 博士,1,2,30 臺北市,2 技職
109,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,D 日,M 碩士,7,16,30 臺北市,2 技職
109,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,N 職,M 碩士,2,7,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02122004,設計系,D 日,D 博士,0,2,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02122004,設計系,D 日,M 碩士,15,27,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02122004,設計系,D 日,B 四技,38,77,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02122004,設計系,N 職,M 碩士,7,11,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02311003,應用外語系,D 日,M 碩士,7,11,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02311003,應用外語系,D 日,B 四技,10,27,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02311003,應用外語系,D 日,C 二技,2,21,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02311003,應用外語系_香港二技專班,D 日,C 二技,0,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,02311003,應用外語系,N 職,M 碩士,1,5,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04121010,財務金融研究所,D 日,D 博士,1,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04121010,財務金融研究所,D 日,M 碩士,18,16,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04121010,財務金融研究所,N 職,M 碩士,8,16,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系,D 日,D 博士,4,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系,D 日,M 碩士,25,61,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系,D 日,B 四技,32,84,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系,D 日,C 二技,10,19,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系_香港二技專班,D 日,C 二技,0,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04131008,企業管理系,N 職,M 碩士,17,9,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04191009,管理研究所,D 日,D 博士,5,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04191009,管理研究所,N 職,D 博士,1,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04191009,管理研究所,N 職,M 碩士,31,17,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04199011,科技管理研究所,D 日,M 碩士,5,6,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04199013,管理學院MBA,D 日,M 碩士,19,35,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04212014,專利研究所,D 日,M 碩士,7,6,30 臺北市,2 技職
109,0022,國立臺灣科技大學,04212014,專利研究所,N 職,M 碩士,7,8,30 臺北市,2 技職
109,0022,國立臺灣科技大學,05399015,應用科技研究所,D 日,D 博士,10,4,30 臺北市,2 技職
109,0022,國立臺灣科技大學,05399015,應用科技研究所,D 日,M 碩士,13,11,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系,D 日,D 博士,4,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系,D 日,M 碩士,32,31,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系,D 日,B 四技,46,18,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系,D 日,C 二技,2,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系_香港二技專班,D 日,C 二技,0,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131016,資訊管理系,N 職,M 碩士,23,7,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131020,資訊工程系,D 日,D 博士,1,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131020,資訊工程系,D 日,M 碩士,94,12,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131020,資訊工程系,D 日,B 四技,75,14,30 臺北市,2 技職
109,0022,國立臺灣科技大學,06131020,資訊工程系,D 日,C 二技,2,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07111026,化學工程系,D 日,D 博士,6,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07111026,化學工程系,D 日,M 碩士,70,45,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07111026,化學工程系,D 日,B 四技,63,27,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07111026,化學工程系_化工醫檢分析器材國際學生產學合作專班,D 日,C 二技,2,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07112028,材料科學與工程系,D 日,D 博士,17,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07112028,材料科學與工程系,D 日,M 碩士,55,26,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07112028,材料科學與工程系,D 日,B 四技,57,21,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141017,電機工程系,D 日,D 博士,8,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141017,電機工程系,D 日,M 碩士,120,16,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141017,電機工程系_電力電子產業研發碩士專班,D 日,M 碩士,7,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141017,電機工程系,D 日,B 四技,115,13,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141017,電機工程系_電機科技專班,D 日,B 四技,24,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系,D 日,D 博士,4,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系,D 日,M 碩士,149,25,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系_電力電子產業研發碩士專班,D 日,M 碩士,7,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系,D 日,B 四技,108,9,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系,D 日,C 二技,6,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141018,電子工程系,N 職,M 碩士,2,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141019,光電工程研究所,D 日,D 博士,1,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141019,光電工程研究所,D 日,M 碩士,16,2,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07141022,色彩與照明科技研究所,D 日,M 碩士,6,6,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系,D 日,D 博士,15,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系,D 日,M 碩士,171,20,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系,D 日,B 四技,135,16,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系_精密機械專班,D 日,B 四技,26,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,D 日,C 二技,8,2,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151023,機械工程系,N 職,M 碩士,5,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151024,自動化及控制研究所,D 日,D 博士,2,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151024,自動化及控制研究所,D 日,M 碩士,19,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07151024,自動化及控制研究所,N 職,M 碩士,9,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07191012,工業管理系,D 日,D 博士,5,2,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07191012,工業管理系,D 日,M 碩士,48,39,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07191012,工業管理系,D 日,B 四技,55,26,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07191012,工業管理系,N 職,M 碩士,21,6,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07199035,高階科技研發碩士學位學程,N 職,M 碩士,24,3,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07311038,建築系,D 日,D 博士,5,4,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07311038,建築系,D 日,M 碩士,19,43,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07311038,建築系,D 日,B 四技,45,23,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07311038,建築系,D 日,C 二技,1,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07311038,建築系,N 職,M 碩士,2,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07321025,營建工程系,D 日,D 博士,4,0,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07321025,營建工程系,D 日,M 碩士,89,31,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07321025,營建工程系,D 日,B 四技,62,29,30 臺北市,2 技職
109,0022,國立臺灣科技大學,07321025,營建工程系,N 職,M 碩士,14,1,30 臺北市,2 技職
109,0022,國立臺灣科技大學,09171034,醫學工程研究所,D 日,M 碩士,13,6,30 臺北市,2 技職
109,0022,國立臺灣科技大學,99999015,應用科技學士學位學程,D 日,B 四技,9,4,30 臺北市,2 技職
109,0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,D 博士,6,6,09 雲林縣,2 技職
109,0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,M 碩士,2,2,09 雲林縣,2 技職
109,0023,國立雲林科技大學,01118001,技術及職業教育研究所,N 職,M 碩士,0,13,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02111013,數位媒體設計系,D 日,M 碩士,14,10,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02112011,視覺傳達設計系,D 日,M 碩士,3,6,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02112011,視覺傳達設計系,D 日,B 四技,10,46,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02112013,數位媒體設計系,D 日,B 四技,15,51,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02122007,設計學研究所,D 日,D 博士,3,6,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02122007,設計學研究所,D 日,M 碩士,1,10,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02122009,創意生活設計系,D 日,M 碩士,14,16,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02122009,創意生活設計系,D 日,B 四技,6,45,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02122009,創意生活設計系,D 日,C 二技,1,8,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02123014,工業設計系,D 日,M 碩士,11,13,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02123014,工業設計系,D 日,B 四技,26,24,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02192002,文化資產維護系,D 日,M 碩士,0,3,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02192002,文化資產維護系,D 日,B 四技,14,31,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02192002,文化資產維護系_香港二技專班,D 日,C 二技,0,1,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02311004,應用外語系,D 日,M 碩士,3,8,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02311004,應用外語系,D 日,B 四技,8,55,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02311004,應用外語系,D 日,C 二技,0,2,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02311004,應用外語系,N 職,M 碩士,0,9,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02322003,漢學應用研究所,D 日,M 碩士,7,12,09 雲林縣,2 技職
109,0023,國立雲林科技大學,02322003,漢學應用研究所,N 職,M 碩士,7,10,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04111018,會計系,D 日,D 博士,1,1,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04111018,會計系,D 日,M 碩士,9,13,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04111018,會計系,D 日,B 四技,12,37,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04111018,會計系,D 日,C 二技,2,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04111018,會計系,N 職,M 碩士,6,9,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04121024,財務金融系,D 日,D 博士,3,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04121024,財務金融系,D 日,M 碩士,9,22,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04121024,財務金融系,D 日,B 四技,18,36,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04121024,財務金融系,N 職,M 碩士,4,7,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系,D 日,D 博士,6,1,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系,D 日,M 碩士,13,19,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系,D 日,B 四技,12,51,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系,D 日,C 二技,13,31,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系,N 職,M 碩士,11,17,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131019,企業管理系_越南碩士在職專班,N 職,M 碩士,1,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131022,國際管理學士學位學程,D 日,B 四技,7,25,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04131058,高階管理碩士學位學程,N 職,M 碩士,17,7,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04199023,創業管理碩士學位學程,D 日,M 碩士,3,3,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04212031,科技法律研究所,D 日,M 碩士,5,9,09 雲林縣,2 技職
109,0023,國立雲林科技大學,04212031,科技法律研究所,N 職,M 碩士,6,3,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131032,資訊管理系,D 日,D 博士,1,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131032,資訊管理系,D 日,M 碩士,26,13,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131032,資訊管理系,D 日,B 四技,35,15,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131032,資訊管理系,D 日,C 二技,19,20,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131032,資訊管理系,N 職,M 碩士,1,2,09 雲林縣,2 技職
109,0023,國立雲林科技大學,06131060,資訊科技服務管理數位學習碩士在職專班,N 職,M 碩士,6,9,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,M 碩士,30,12,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,B 四技,75,30,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07112047,材料科技研究所,D 日,M 碩士,11,2,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,M 碩士,14,15,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,B 四技,39,15,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07121049,環境與安全衛生工程系環安科技與管理碩士在職專班,N 職,M 碩士,6,5,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141033,電機工程系,D 日,M 碩士,67,7,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141033,電機工程系,D 日,B 四技,131,5,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141033,電機工程系,N 職,M 碩士,13,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141034,電子工程系,D 日,D 博士,0,1,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141034,電子工程系,D 日,M 碩士,62,8,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141034,電子工程系,D 日,B 四技,111,7,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141037,資訊工程系,D 日,M 碩士,33,3,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07141037,資訊工程系,D 日,B 四技,59,5,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07151041,機械工程系,D 日,D 博士,1,0,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07151041,機械工程系,D 日,M 碩士,60,4,09 雲林縣,2 技職
109,0023,國立雲林科技大學,07151041,機械工程系,D 日,B 四技,113,8,09 雲林縣,2 技職
