學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,男生計,女生計,總計
1,國立政治大學,04121068,金融學系,D 日,B 學士,23,26,23,40,31,25,27,33,0,0,0,0,0,0,10,5,30 臺北市,1 一般,114,129,243
1,國立政治大學,04122070,財政學系,D 日,D 博士,3,1,1,1,0,4,0,0,1,0,0,1,0,0,0,0,30 臺北市,1 一般,5,7,12
1,國立政治大學,04122070,財政學系,D 日,M 碩士,15,16,8,20,9,6,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,34,42,76
1,國立政治大學,04122070,財政學系,D 日,B 學士,34,53,39,59,58,51,39,68,0,0,0,0,0,0,3,11,30 臺北市,1 一般,173,242,415
1,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,1,1,3,1,1,0,3,2,3,1,1,0,0,1,0,0,30 臺北市,1 一般,12,6,18
1,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,17,15,11,13,5,6,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般,34,36,70
1,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,22,26,24,24,31,19,15,28,0,0,0,0,0,0,4,7,30 臺北市,1 一般,96,104,200
1,國立政治大學,04131060,企業管理學系,D 日,D 博士,5,4,8,1,3,6,1,3,4,3,2,1,3,4,0,0,30 臺北市,1 一般,26,22,48
1,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,47,63,40,64,24,29,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般,114,159,273
1,國立政治大學,04131060,企業管理學系,D 日,B 學士,43,59,42,65,51,47,43,56,0,0,0,0,0,0,18,22,30 臺北市,1 一般,197,249,446
1,國立政治大學,04131062,經營管理碩士學程全球台商班,N 職,M 碩士,22,7,20,11,8,3,4,0,2,1,0,0,0,0,0,0,30 臺北市,1 一般,56,22,78
1,國立政治大學,04131062,經營管理碩士學程高階經營班,N 職,M 碩士,93,63,100,79,52,42,15,10,7,5,0,0,0,0,0,0,30 臺北市,1 一般,267,199,466
1,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,30,31,24,22,13,13,9,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般,76,72,148
1,國立政治大學,04134041,公共行政學系,D 日,D 博士,4,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,30 臺北市,1 一般,12,7,19
1,國立政治大學,04134041,公共行政學系,D 日,M 碩士,16,21,13,26,8,19,11,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般,48,80,128
1,國立政治大學,04134041,公共行政學系,D 日,B 學士,19,31,9,39,16,36,9,43,0,0,0,0,0,0,1,7,30 臺北市,1 一般,54,156,210
1,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,32,57,28,54,19,23,10,14,8,7,0,0,0,0,0,0,30 臺北市,1 一般,97,155,252
1,國立政治大學,04134042,行政管理碩士學程營區學位學程在職專班,N 職,M 碩士,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,20,3,23
1,國立政治大學,04134043,地政學系,D 日,D 博士,0,0,4,1,2,0,2,1,1,4,2,1,1,0,0,0,30 臺北市,1 一般,12,7,19
1,國立政治大學,04134043,地政學系,D 日,M 碩士,14,14,16,14,3,6,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般,34,36,70
1,國立政治大學,04134043,地政學系,D 日,B 學士,60,72,60,59,68,65,47,67,0,0,0,0,0,0,16,5,30 臺北市,1 一般,251,268,519
1,國立政治大學,04134043,地政學系,N 職,M 碩士,16,14,11,15,14,16,8,6,2,1,0,0,0,0,0,0,30 臺北市,1 一般,51,52,103
1,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,1,2,3
1,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,22,27,20,23,5,11,1,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般,48,65,113
1,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,38,44,19,66,38,41,24,54,0,0,0,0,0,0,6,11,30 臺北市,1 一般,125,216,341
1,國立政治大學,04143055,廣告學系,D 日,B 學士,0,0,0,0,24,74,20,82,0,0,0,0,0,0,7,17,30 臺北市,1 一般,51,173,224
1,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,2,3,4,2,3,1,0,2,3,0,1,1,7,1,0,0,30 臺北市,1 一般,20,10,30
1,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,27,28,21,27,15,19,6,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般,69,77,146
1,國立政治大學,04211073,法律學系,D 日,D 博士,5,2,2,3,4,2,8,4,4,5,5,2,4,0,0,0,30 臺北市,1 一般,32,18,50
1,國立政治大學,04211073,法律學系,D 日,M 碩士,32,33,35,28,37,25,29,32,0,0,0,0,0,0,0,0,30 臺北市,1 一般,133,118,251
1,國立政治大學,04211073,法律學系,D 日,B 學士,71,84,85,86,79,87,81,102,0,0,0,0,0,0,19,20,30 臺北市,1 一般,335,379,714
1,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,28,35,34,26,23,29,34,24,16,13,0,0,0,0,0,0,30 臺北市,1 一般,135,127,262
1,國立政治大學,04212074,法律科際整合研究所,D 日,M 碩士,14,11,15,12,11,16,10,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般,50,53,103
1,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,3,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,8,2,10
1,國立政治大學,05411078,應用數學系,D 日,D 博士,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,30 臺北市,1 一般,3,2,5
1,國立政治大學,05411078,應用數學系,D 日,M 碩士,11,3,11,3,8,4,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,33,10,43
1,國立政治大學,05411078,應用數學系,D 日,B 學士,39,6,33,6,32,8,28,11,0,0,0,0,0,0,17,5,30 臺北市,1 一般,149,36,185
1,國立政治大學,05421079,統計學系,D 日,D 博士,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,30 臺北市,1 一般,2,1,3
1,國立政治大學,05421079,統計學系,D 日,M 碩士,21,6,16,11,5,1,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般,44,19,63
1,國立政治大學,05421079,統計學系,D 日,B 學士,31,18,28,22,33,18,34,21,0,0,0,0,0,0,8,0,30 臺北市,1 一般,134,79,213
1,國立政治大學,06131080,資訊管理學系,D 日,D 博士,4,6,8,0,8,3,4,1,7,2,6,0,9,0,0,0,30 臺北市,1 一般,46,12,58
1,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,23,20,22,10,7,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,52,32,84
1,國立政治大學,06131080,資訊管理學系,D 日,B 學士,44,38,45,36,45,31,57,24,0,0,0,0,0,0,11,3,30 臺北市,1 一般,202,132,334
1,國立政治大學,06131081,資訊科學系,D 日,D 博士,1,0,2,0,1,1,0,0,1,0,2,0,4,0,0,0,30 臺北市,1 一般,11,1,12
1,國立政治大學,06131081,資訊科學系,D 日,M 碩士,33,4,24,11,22,4,10,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般,89,20,109
1,國立政治大學,06131081,資訊科學系,D 日,B 學士,40,8,37,11,36,8,43,7,0,0,0,0,0,0,9,7,30 臺北市,1 一般,165,41,206
1,國立政治大學,06131081,資訊科學系,N 職,M 碩士,24,4,17,6,6,5,7,4,5,2,0,0,0,0,0,0,30 臺北市,1 一般,59,21,80
1,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,3,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般,10,1,11
1,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,8,8,4,10,8,6,4,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般,24,29,53
1,國立政治大學,09121083,神經科學研究所,D 日,M 碩士,0,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般,3,7,10
1,國立政治大學,09231084,社會工作研究所,D 日,D 博士,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,3,4,7
1,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,5,17,4,9,4,11,1,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般,14,45,59
2,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,3,10,5,6,5,6,1,4,5,4,0,6,5,6,0,0,18 新竹市,1 一般,24,42,66
2,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,8,34,5,31,4,11,5,11,0,3,1,0,0,0,0,0,18 新竹市,1 一般,23,90,113
2,國立清華大學,01111084,教育與學習科技學系,D 日,B 學士,25,49,20,66,23,65,18,69,0,0,0,0,0,0,6,5,18 新竹市,1 一般,92,254,346
2,國立清華大學,01111084,教育與學習科技學系馬?西亞境外碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般,3,2,5
2,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,5,22,3,21,2,8,2,4,1,1,4,1,1,0,0,0,18 新竹市,1 一般,18,57,75
2,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班(暑期班),N 職,M 碩士,3,24,0,23,2,12,1,8,1,2,0,2,1,5,0,0,18 新竹市,1 一般,8,76,84
2,國立清華大學,01111110,學前特殊教育碩士在職學位學程,N 職,M 碩士,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般,0,17,17
2,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,0,0,7,20,12,6,1,3,2,0,1,0,0,0,0,0,18 新竹市,1 一般,23,29,52
2,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,3,17,1,11,2,11,1,8,0,3,0,1,0,0,0,0,18 新竹市,1 一般,7,51,58
2,國立清華大學,01113095,特殊教育學系,D 日,B 學士,12,28,7,43,10,41,6,35,0,0,0,0,0,0,1,2,18 新竹市,1 一般,36,149,185
2,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,1,13,0,8,1,5,0,5,1,0,0,1,0,0,0,0,18 新竹市,1 一般,3,32,35
2,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,13,67,11,70,7,77,9,73,0,0,0,0,0,0,3,11,18 新竹市,1 一般,43,298,341
2,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,1,13,1,19,0,0,1,8,0,0,0,0,0,0,0,0,18 新竹市,1 一般,3,40,43
2,國立清華大學,01121091,幼兒教育學系幼稚園教師在職進修教學碩士學位班,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,0,18 新竹市,1 一般,1,10,11
2,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,10,15,9,13,7,3,2,1,0,1,1,1,0,0,0,0,18 新竹市,1 一般,29,34,63
2,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,6,12,3,15,2,13,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般,11,40,51
2,國立清華大學,01131085,數理教育研究所科學教育教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,2,1,0,2,2,2,2,8,0,0,18 新竹市,1 一般,6,13,19
2,國立清華大學,01131085,數理教育研究所數學教育教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,2,2,1,2,1,1,1,4,0,0,18 新竹市,1 一般,5,9,14
2,國立清華大學,01131105,英語教學系,D 日,M 碩士,0,10,0,6,0,4,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般,0,20,20
2,國立清華大學,01131105,英語教學系,D 日,B 學士,8,27,8,32,4,37,8,27,0,0,0,0,0,0,1,4,18 新竹市,1 一般,29,127,156
2,國立清華大學,01141090,體育學系,D 日,M 碩士,6,3,7,3,4,1,2,3,0,0,0,0,0,0,0,0,18 新竹市,1 一般,19,10,29
