學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間_進修別,等級別,上學年畢業生男,上學年畢業生女,縣市名稱,體系別
112,6,國立中興大學,4199022,高階經理人碩士在職專班越南台商組,N 職,M 碩士,5,0,19 臺中市,1 一般
112,6,國立中興大學,4211023,法律學系,D 日,M 碩士,4,9,19 臺中市,1 一般
112,6,國立中興大學,4211023,法律學系,D 日,B 學士,22,25,19 臺中市,1 一般
112,6,國立中興大學,4211023,法律學系,N 職,M 碩士,16,7,19 臺中市,1 一般
112,6,國立中興大學,5111026,生命科學系,D 日,D 博士,2,0,19 臺中市,1 一般
112,6,國立中興大學,5111026,生命科學系,D 日,M 碩士,23,13,19 臺中市,1 一般
112,6,國立中興大學,5111026,生命科學系,D 日,B 學士,42,46,19 臺中市,1 一般
112,6,國立中興大學,5111026,生命科學碩士在職專班,N 職,M 碩士,1,4,19 臺中市,1 一般
112,6,國立中興大學,5111029,昆蟲學系,D 日,D 博士,1,1,19 臺中市,1 一般
112,6,國立中興大學,5111029,昆蟲學系,D 日,M 碩士,12,5,19 臺中市,1 一般
112,6,國立中興大學,5111029,昆蟲學系,D 日,B 學士,26,13,19 臺中市,1 一般
112,6,國立中興大學,5121027,生物科技學研究所,D 日,D 博士,1,1,19 臺中市,1 一般
112,6,國立中興大學,5121027,生物科技學研究所,D 日,M 碩士,14,10,19 臺中市,1 一般
112,6,國立中興大學,5121031,生物科技學士學位學程,D 日,B 學士,13,18,19 臺中市,1 一般
112,6,國立中興大學,5121033,分子生物學研究所,D 日,D 博士,2,0,19 臺中市,1 一般
112,6,國立中興大學,5121033,分子生物學研究所,D 日,M 碩士,5,12,19 臺中市,1 一般
112,6,國立中興大學,5121035,生物醫學研究所,D 日,D 博士,3,0,19 臺中市,1 一般
112,6,國立中興大學,5121035,生物醫學研究所,D 日,M 碩士,4,8,19 臺中市,1 一般
112,6,國立中興大學,5121037,基因體暨生物資訊學研究所,D 日,M 碩士,2,6,19 臺中市,1 一般
112,6,國立中興大學,5121117,分子與生物農業科學國際研究生博士學位學程,D 日,D 博士,3,2,19 臺中市,1 一般
112,6,國立中興大學,5123034,生物化學研究所,D 日,M 碩士,6,7,19 臺中市,1 一般
112,6,國立中興大學,5124038,微生物基因體學博士學位學程,D 日,D 博士,2,0,19 臺中市,1 一般
112,6,國立中興大學,5292082,水土保持學系,D 日,D 博士,4,1,19 臺中市,1 一般
112,6,國立中興大學,5292082,水土保持學系,D 日,M 碩士,19,8,19 臺中市,1 一般
112,6,國立中興大學,5292082,水土保持學系,D 日,B 學士,34,16,19 臺中市,1 一般
112,6,國立中興大學,5292082,水土保持學系,N 職,M 碩士,13,3,19 臺中市,1 一般
112,6,國立中興大學,5311039,化學系,D 日,D 博士,4,0,19 臺中市,1 一般
112,6,國立中興大學,5311039,化學系,D 日,M 碩士,35,33,19 臺中市,1 一般
112,6,國立中興大學,5311039,化學系,D 日,B 學士,31,18,19 臺中市,1 一般
112,6,國立中興大學,5331040,物理學系,D 日,D 博士,3,0,19 臺中市,1 一般
112,6,國立中興大學,5331040,物理學系,D 日,M 碩士,10,2,19 臺中市,1 一般
112,6,國立中興大學,5331040,物理學系,D 日,B 學士,42,15,19 臺中市,1 一般
112,6,國立中興大學,5331058,奈米科學研究所,D 日,M 碩士,19,12,19 臺中市,1 一般
112,6,國立中興大學,5411041,應用數學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,5411041,應用數學系,D 日,M 碩士,1,0,19 臺中市,1 一般
112,6,國立中興大學,5411041,應用數學系計算科學碩士班,D 日,M 碩士,4,2,19 臺中市,1 一般
112,6,國立中興大學,5411041,應用數學系,D 日,B 學士,56,24,19 臺中市,1 一般
112,6,國立中興大學,5411041,應用數學系大數據碩士在職專班,N 職,M 碩士,7,3,19 臺中市,1 一般
112,6,國立中興大學,5421042,統計學研究所,D 日,M 碩士,13,7,19 臺中市,1 一般
112,6,國立中興大學,6131043,資訊管理學系,D 日,M 碩士,28,24,19 臺中市,1 一般
112,6,國立中興大學,6131043,資訊管理學系,D 日,B 學士,26,7,19 臺中市,1 一般
112,6,國立中興大學,6131043,資訊管理學系,N 職,M 碩士,22,14,19 臺中市,1 一般
112,6,國立中興大學,6131106,資料科學與資訊計算研究所,D 日,M 碩士,4,6,19 臺中市,1 一般
112,6,國立中興大學,6131108,資訊工程學系,D 日,D 博士,7,0,19 臺中市,1 一般
112,6,國立中興大學,6131108,資訊工程學系,D 日,M 碩士,56,10,19 臺中市,1 一般
112,6,國立中興大學,6131108,資訊工程學系,D 日,B 學士,32,11,19 臺中市,1 一般
112,6,國立中興大學,6131108,資訊工程學系,N 職,M 碩士,6,2,19 臺中市,1 一般
112,6,國立中興大學,6132100,人工智慧與資料科學碩士在職學位學程,N 職,M 碩士,9,7,19 臺中市,1 一般
112,6,國立中興大學,7111055,化學工程學系,D 日,M 碩士,45,24,19 臺中市,1 一般
112,6,國立中興大學,7111055,化學工程學系,D 日,B 學士,34,15,19 臺中市,1 一般
112,6,國立中興大學,7111055,化學工程學系,N 職,M 碩士,6,3,19 臺中市,1 一般
112,6,國立中興大學,7112057,材料科學與工程學系,D 日,D 博士,5,1,19 臺中市,1 一般
112,6,國立中興大學,7112057,材料科學與工程學系,D 日,M 碩士,37,18,19 臺中市,1 一般
112,6,國立中興大學,7112057,材料科學與工程學系,D 日,B 學士,35,17,19 臺中市,1 一般
112,6,國立中興大學,7112057,材料科學與工程學系,N 職,M 碩士,11,6,19 臺中市,1 一般
112,6,國立中興大學,7121059,環境工程學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,7121059,環境工程學系,D 日,M 碩士,22,19,19 臺中市,1 一般
112,6,國立中興大學,7121059,環境工程學系,D 日,B 學士,34,13,19 臺中市,1 一般
112,6,國立中興大學,7121059,環境工程學系,N 職,M 碩士,14,5,19 臺中市,1 一般
112,6,國立中興大學,7141045,電機工程學系,D 日,D 博士,2,0,19 臺中市,1 一般
112,6,國立中興大學,7141045,電機工程學系,D 日,M 碩士,89,9,19 臺中市,1 一般
112,6,國立中興大學,7141045,電機工程學系,D 日,B 學士,80,14,19 臺中市,1 一般
112,6,國立中興大學,7141045,電機工程學系,N 職,M 碩士,10,2,19 臺中市,1 一般
112,6,國立中興大學,7141046,光電工程研究所,D 日,M 碩士,7,4,19 臺中市,1 一般
112,6,國立中興大學,7141049,通訊工程研究所,D 日,M 碩士,6,3,19 臺中市,1 一般
112,6,國立中興大學,,光電半導體技術產業碩士專班,D 日,M 碩士,2,0,19 臺中市,1 一般
112,6,國立中興大學,7151050,機械工程學系,D 日,M 碩士,55,6,19 臺中市,1 一般
112,6,國立中興大學,7151050,機械工程學系,D 日,B 學士,76,15,19 臺中市,1 一般
112,6,國立中興大學,7151050,機械工程學系,N 職,M 碩士,8,2,19 臺中市,1 一般
112,6,國立中興大學,7151051,精密工程研究所,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,7151051,精密工程研究所,D 日,M 碩士,29,1,19 臺中市,1 一般
112,6,國立中興大學,7151051,精密工程研究所,N 職,M 碩士,10,2,19 臺中市,1 一般
112,6,國立中興大學,7151052,生物產業機電工程學系,D 日,D 博士,1,1,19 臺中市,1 一般
112,6,國立中興大學,7151052,生物產業機電工程學系,D 日,M 碩士,13,2,19 臺中市,1 一般
112,6,國立中興大學,7151052,生物產業機電工程學系,D 日,B 學士,44,12,19 臺中市,1 一般
112,6,國立中興大學,7193060,生醫工程研究所,D 日,M 碩士,9,4,19 臺中市,1 一般
112,6,國立中興大學,7211081,食品暨應用生物科技學系,D 日,D 博士,2,0,19 臺中市,1 一般
112,6,國立中興大學,7211081,食品暨應用生物科技學系,D 日,M 碩士,12,30,19 臺中市,1 一般
112,6,國立中興大學,7211081,食品暨應用生物科技學系,D 日,B 學士,15,39,19 臺中市,1 一般
112,6,國立中興大學,7211081,食品暨應用生物科技學系,N 職,M 碩士,3,11,19 臺中市,1 一般
112,6,國立中興大學,7211098,食品安全研究所,D 日,M 碩士,5,8,19 臺中市,1 一般
112,6,國立中興大學,7312061,景觀與遊憩碩士學位學程,D 日,M 碩士,4,1,19 臺中市,1 一般
112,6,國立中興大學,7312061,景觀與遊憩學士學位學程,D 日,B 學士,3,16,19 臺中市,1 一般
112,6,國立中興大學,7321054,土木工程學系,D 日,D 博士,7,0,19 臺中市,1 一般
112,6,國立中興大學,7321054,土木工程學系,D 日,M 碩士,36,15,19 臺中市,1 一般
112,6,國立中興大學,7321054,土木工程學系,D 日,B 學士,51,20,19 臺中市,1 一般
112,6,國立中興大學,7321054,土木工程學系,N 職,M 碩士,15,6,19 臺中市,1 一般
112,6,國立中興大學,8111063,農藝學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,8111063,農藝學系,D 日,M 碩士,11,6,19 臺中市,1 一般
112,6,國立中興大學,8111063,農藝學系,D 日,B 學士,20,24,19 臺中市,1 一般
112,6,國立中興大學,8111064,國際農學碩士學位學程,D 日,M 碩士,6,7,19 臺中市,1 一般
112,6,國立中興大學,8112066,動物科學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,8112066,動物科學系,D 日,M 碩士,7,15,19 臺中市,1 一般
112,6,國立中興大學,8112066,動物科學系,D 日,B 學士,19,32,19 臺中市,1 一般
112,6,國立中興大學,8121067,園藝學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,8121067,園藝學系,D 日,M 碩士,12,7,19 臺中市,1 一般
112,6,國立中興大學,8121067,園藝學系,D 日,B 學士,19,22,19 臺中市,1 一般
112,6,國立中興大學,8191083,土壤環境科學系,D 日,D 博士,1,3,19 臺中市,1 一般
112,6,國立中興大學,8191083,土壤環境科學系,D 日,M 碩士,3,5,19 臺中市,1 一般
112,6,國立中興大學,8191083,土壤環境科學系,D 日,B 學士,28,15,19 臺中市,1 一般
112,6,國立中興大學,8193076,生物產業管理研究所,D 日,M 碩士,7,8,19 臺中市,1 一般
112,6,國立中興大學,8193076,生物產業管理進修學士學位學程,P 進,B 學士,21,20,19 臺中市,1 一般
112,6,國立中興大學,8193077,農業企業經營管理碩士在職專班,N 職,M 碩士,4,3,19 臺中市,1 一般
112,6,國立中興大學,8193078,國際農企業學士學位學程,D 日,B 學士,16,12,19 臺中市,1 一般
112,6,國立中興大學,8193079,農業經濟與行銷碩士學位學程,D 日,M 碩士,5,5,19 臺中市,1 一般
112,6,國立中興大學,8194068,植物病理學系,D 日,D 博士,5,4,19 臺中市,1 一般
112,6,國立中興大學,8194068,植物病理學系,D 日,M 碩士,8,9,19 臺中市,1 一般
112,6,國立中興大學,8194068,植物病理學系,D 日,B 學士,22,30,19 臺中市,1 一般
112,6,國立中興大學,8194069,植物醫學暨安全農業碩士學位學程,D 日,M 碩士,4,5,19 臺中市,1 一般
112,6,國立中興大學,8211086,森林學系,D 日,D 博士,1,0,19 臺中市,1 一般
112,6,國立中興大學,8211086,森林學系,D 日,M 碩士,15,14,19 臺中市,1 一般
112,6,國立中興大學,8211086,森林學系,D 日,B 學士,24,29,19 臺中市,1 一般
112,6,國立中興大學,8411087,獸醫學系,D 日,D 博士,1,1,19 臺中市,1 一般
112,6,國立中興大學,8411087,獸醫學系,D 日,M 碩士,14,19,19 臺中市,1 一般
112,6,國立中興大學,8411087,獸醫學系,D 日,B 學士,30,44,19 臺中市,1 一般
112,6,國立中興大學,8411089,獸醫病理生物學研究所,D 日,M 碩士,1,0,19 臺中市,1 一般
112,6,國立中興大學,8411092,微生物暨公共衛生學研究所,D 日,M 碩士,5,4,19 臺中市,1 一般
112,6,國立中興大學,9141094,醫學生物科技博士學位學程,D 日,D 博士,0,2,19 臺中市,1 一般
112,6,國立中興大學,9199096,組織工程與再生醫學博士學位學程,D 日,D 博士,0,1,19 臺中市,1 一般
112,7,國立陽明交通大學,1111001,教育研究所,D 日,D 博士,1,1,18 新竹市,1 一般
112,7,國立陽明交通大學,1111001,教育研究所,D 日,M 碩士,7,5,18 新竹市,1 一般
112,7,國立陽明交通大學,1131002,英語教學研究所,D 日,M 碩士,2,6,18 新竹市,1 一般
112,7,國立陽明交通大學,2122004,應用藝術研究所,D 日,M 碩士,8,13,18 新竹市,1 一般
112,7,國立陽明交通大學,2151003,音樂研究所,D 日,M 碩士,6,9,18 新竹市,1 一般
112,7,國立陽明交通大學,2191107,視覺文化研究所,D 日,M 碩士,0,2,18 新竹市,1 一般
112,7,國立陽明交通大學,2231108,心智哲學研究所,D 日,M 碩士,5,2,18 新竹市,1 一般
112,7,國立陽明交通大學,2299008,人文社會學系族群與文化碩士班,D 日,M 碩士,1,3,18 新竹市,1 一般
112,7,國立陽明交通大學,2299008,人文社會學系,D 日,B 學士,7,32,18 新竹市,1 一般
112,7,國立陽明交通大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,3,1,18 新竹市,1 一般
112,7,國立陽明交通大學,2299010,社會與文化研究所,D 日,D 博士,0,5,18 新竹市,1 一般
112,7,國立陽明交通大學,2299010,社會與文化研究所,D 日,M 碩士,2,5,18 新竹市,1 一般
112,7,國立陽明交通大學,2311005,外國語文學系外國文學與語言學碩士班,D 日,M 碩士,1,6,18 新竹市,1 一般
112,7,國立陽明交通大學,2311005,外國語文學系,D 日,B 學士,7,38,18 新竹市,1 一般
112,7,國立陽明交通大學,3143013,客家社會與文化碩士在職專班,N 職,M 碩士,1,4,18 新竹市,1 一般
112,7,國立陽明交通大學,3199109,科技與社會研究所,D 日,M 碩士,0,2,18 新竹市,1 一般
112,7,國立陽明交通大學,3211014,傳播研究所,D 日,M 碩士,3,12,18 新竹市,1 一般
112,7,國立陽明交通大學,3211015,傳播與科技學系,D 日,M 碩士,6,14,18 新竹市,1 一般
112,7,國立陽明交通大學,3211015,傳播與科技學系,D 日,B 學士,12,36,18 新竹市,1 一般
112,7,國立陽明交通大學,4121020,資訊管理與財務金融學系財務金融博士班,D 日,D 博士,3,4,18 新竹市,1 一般
112,7,國立陽明交通大學,4121020,資訊管理與財務金融學系財務金融碩士班,D 日,M 碩士,27,16,18 新竹市,1 一般
112,7,國立陽明交通大學,4121020,資訊管理與財務金融學系,D 日,B 學士,23,23,18 新竹市,1 一般
112,7,國立陽明交通大學,4131016,管理學院企業管理碩士學位學程,D 日,M 碩士,5,9,18 新竹市,1 一般
112,7,國立陽明交通大學,4131017,經營管理研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,4131017,經營管理研究所,D 日,M 碩士,14,19,18 新竹市,1 一般
112,7,國立陽明交通大學,4131018,管理科學系,D 日,D 博士,1,1,18 新竹市,1 一般
112,7,國立陽明交通大學,4131018,管理科學系,D 日,M 碩士,9,25,18 新竹市,1 一般
112,7,國立陽明交通大學,4131018,管理科學系,D 日,B 學士,14,28,18 新竹市,1 一般
112,7,國立陽明交通大學,4131026,管理學院碩士在職專班,N 職,M 碩士,62,78,18 新竹市,1 一般
112,7,國立陽明交通大學,4131164,生技醫療經營管理碩士在職學位學程,N 職,M 碩士,8,7,18 新竹市,1 一般
112,7,國立陽明交通大學,4133110,醫務管理研究所,D 日,M 碩士,2,8,18 新竹市,1 一般
112,7,國立陽明交通大學,4133110,醫務管理研究所,N 職,M 碩士,4,12,18 新竹市,1 一般
112,7,國立陽明交通大學,4199023,科技管理研究所,D 日,M 碩士,10,12,18 新竹市,1 一般
112,7,國立陽明交通大學,4199024,高階主管管理碩士學程,N 職,M 碩士,40,16,18 新竹市,1 一般
112,7,國立陽明交通大學,4212027,科技法律研究所,D 日,D 博士,0,1,18 新竹市,1 一般
112,7,國立陽明交通大學,4212027,科技法律研究所,D 日,M 碩士,9,17,18 新竹市,1 一般
112,7,國立陽明交通大學,4212027,科技法律研究所,N 職,M 碩士,10,9,18 新竹市,1 一般
112,7,國立陽明交通大學,5121028,生物科技學系,D 日,D 博士,8,2,18 新竹市,1 一般
112,7,國立陽明交通大學,5121028,生物科技學系,D 日,M 碩士,12,14,18 新竹市,1 一般
112,7,國立陽明交通大學,5121028,生物科技學系,D 日,B 學士,34,27,18 新竹市,1 一般
112,7,國立陽明交通大學,5121030,分子醫學與生物工程研究所,D 日,D 博士,1,1,18 新竹市,1 一般
112,7,國立陽明交通大學,5121030,分子醫學與生物工程研究所,D 日,M 碩士,3,5,18 新竹市,1 一般
112,7,國立陽明交通大學,5121112,生命科學系暨基因體科學研究所,D 日,D 博士,0,1,18 新竹市,1 一般
112,7,國立陽明交通大學,5121112,生命科學系暨基因體科學研究所,D 日,M 碩士,8,5,18 新竹市,1 一般
112,7,國立陽明交通大學,5121112,生命科學系暨基因體科學研究所,D 日,B 學士,7,13,18 新竹市,1 一般
112,7,國立陽明交通大學,5122114,微生物及免疫學研究所,D 日,D 博士,1,1,18 新竹市,1 一般
112,7,國立陽明交通大學,5122114,微生物及免疫學研究所,D 日,M 碩士,12,14,18 新竹市,1 一般
112,7,國立陽明交通大學,5123116,生化暨分子生物研究所,D 日,D 博士,0,2,18 新竹市,1 一般
112,7,國立陽明交通大學,5123116,生化暨分子生物研究所,D 日,M 碩士,7,13,18 新竹市,1 一般
112,7,國立陽明交通大學,5124034,生物資訊及系統生物研究所,D 日,D 博士,3,2,18 新竹市,1 一般
112,7,國立陽明交通大學,5124034,生物資訊及系統生物研究所,D 日,M 碩士,5,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5124117,生物醫學資訊研究所,D 日,D 博士,3,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5124117,生物醫學資訊研究所,D 日,M 碩士,10,15,18 新竹市,1 一般
112,7,國立陽明交通大學,5199035,跨領域神經科學國際研究生博士學位學程,D 日,D 博士,1,2,18 新竹市,1 一般
112,7,國立陽明交通大學,5199035,跨領域神經科學博士學位學程(台灣聯合大學系統),D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5311036,應用化學系,D 日,D 博士,6,1,18 新竹市,1 一般
112,7,國立陽明交通大學,5311036,應用化學系分子科學博士班,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5311036,應用化學系,D 日,M 碩士,32,22,18 新竹市,1 一般
112,7,國立陽明交通大學,5311036,應用化學系分子科學碩士班,D 日,M 碩士,8,5,18 新竹市,1 一般
112,7,國立陽明交通大學,5311036,應用化學系,D 日,B 學士,34,16,18 新竹市,1 一般
112,7,國立陽明交通大學,5311038,跨領域分子科學國際碩士學位學程,D 日,M 碩士,0,1,18 新竹市,1 一般
112,7,國立陽明交通大學,5311039,永續化學科技國際研究生博士學位學程,D 日,D 博士,5,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5331040,物理研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5331040,物理研究所,D 日,M 碩士,12,3,18 新竹市,1 一般
112,7,國立陽明交通大學,5331041,電子物理學系,D 日,D 博士,12,4,18 新竹市,1 一般
112,7,國立陽明交通大學,5331041,電子物理學系,D 日,M 碩士,39,8,18 新竹市,1 一般
112,7,國立陽明交通大學,5331041,電子物理學系,D 日,B 學士,42,9,18 新竹市,1 一般
112,7,國立陽明交通大學,5399042,加速器光源科技與應用博士學位學程,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5399044,理學院科學學士學位學程,D 日,B 學士,1,2,18 新竹市,1 一般
112,7,國立陽明交通大學,5399044,理學院碩士在職專班,N 職,M 碩士,16,24,18 新竹市,1 一般
112,7,國立陽明交通大學,5411045,應用數學系,D 日,M 碩士,13,4,18 新竹市,1 一般
112,7,國立陽明交通大學,5411045,應用數學系數學建模與科學計算碩士班,D 日,M 碩士,2,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5411045,應用數學系,D 日,B 學士,42,12,18 新竹市,1 一般
112,7,國立陽明交通大學,5421047,統計學研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,5421047,統計學研究所,D 日,M 碩士,10,5,18 新竹市,1 一般
112,7,國立陽明交通大學,6121060,網路工程研究所,D 日,M 碩士,24,6,18 新竹市,1 一般
112,7,國立陽明交通大學,6131022,資訊管理研究所,D 日,D 博士,0,1,18 新竹市,1 一般
112,7,國立陽明交通大學,6131022,資訊管理研究所,D 日,M 碩士,18,11,18 新竹市,1 一般
112,7,國立陽明交通大學,6131058,資訊工程學系,D 日,B 學士,140,42,18 新竹市,1 一般
112,7,國立陽明交通大學,6131061,資訊科學與工程研究所,D 日,D 博士,6,1,18 新竹市,1 一般
112,7,國立陽明交通大學,6131061,資訊科學與工程研究所,D 日,M 碩士,83,18,18 新竹市,1 一般
112,7,國立陽明交通大學,6131069,資訊學院博士班,D 日,D 博士,2,0,18 新竹市,1 一般
112,7,國立陽明交通大學,6131092,數據科學與工程研究所,D 日,M 碩士,18,7,18 新竹市,1 一般
112,7,國立陽明交通大學,6131098,資訊學院國防資安管理碩士在職專班,N 職,M 碩士,6,3,18 新竹市,1 一般
112,7,國立陽明交通大學,6131104,智慧計算與科技研究所,D 日,M 碩士,6,2,18 新竹市,1 一般
112,7,國立陽明交通大學,6131170,資通安全碩士學位學程,D 日,M 碩士,7,3,18 新竹市,1 一般
112,7,國立陽明交通大學,6132049,多媒體工程研究所,D 日,M 碩士,30,8,18 新竹市,1 一般
112,7,國立陽明交通大學,6132103,智慧系統與應用研究所,D 日,M 碩士,9,2,18 新竹市,1 一般
112,7,國立陽明交通大學,6199105,智慧與綠能產學研究所,D 日,M 碩士,17,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7112072,材料科學與工程學系,D 日,D 博士,21,3,18 新竹市,1 一般
112,7,國立陽明交通大學,7112072,材料科學與工程學系,D 日,M 碩士,34,13,18 新竹市,1 一般
112,7,國立陽明交通大學,7112072,材料科學與工程學系奈米科技碩士班,D 日,M 碩士,6,5,18 新竹市,1 一般
112,7,國立陽明交通大學,7112072,材料科學與工程學系,D 日,B 學士,34,18,18 新竹市,1 一般
112,7,國立陽明交通大學,7121076,環境工程研究所,D 日,D 博士,1,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7121076,環境工程研究所,D 日,M 碩士,13,6,18 新竹市,1 一般
112,7,國立陽明交通大學,7132081,照明與能源光電研究所,D 日,M 碩士,19,3,18 新竹市,1 一般
112,7,國立陽明交通大學,7141050,電機工程學系,D 日,D 博士,6,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141050,電機工程學系,D 日,M 碩士,45,9,18 新竹市,1 一般
112,7,國立陽明交通大學,7141050,電機工程學系,D 日,B 學士,200,43,18 新竹市,1 一般
112,7,國立陽明交通大學,7141053,電子研究所,D 日,D 博士,10,4,18 新竹市,1 一般
112,7,國立陽明交通大學,7141053,電子研究所,D 日,M 碩士,145,37,18 新竹市,1 一般
112,7,國立陽明交通大學,7141054,光電博士學位學程(台灣聯合大學系統),D 日,D 博士,5,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141055,光電工程學系,D 日,D 博士,5,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141055,光電工程學系,D 日,M 碩士,56,20,18 新竹市,1 一般
112,7,國立陽明交通大學,7141055,光電工程學系,D 日,B 學士,26,8,18 新竹市,1 一般
112,7,國立陽明交通大學,7141062,電信工程研究所,D 日,D 博士,3,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7141062,電信工程研究所,D 日,M 碩士,79,11,18 新竹市,1 一般
112,7,國立陽明交通大學,7141064,電控工程研究所,D 日,D 博士,4,2,18 新竹市,1 一般
112,7,國立陽明交通大學,7141064,電控工程研究所,D 日,M 碩士,48,7,18 新竹市,1 一般
112,7,國立陽明交通大學,7141065,光電系統研究所,D 日,M 碩士,15,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141066,國際半導體產業學院博士班,D 日,D 博士,11,3,18 新竹市,1 一般
112,7,國立陽明交通大學,7141066,國際半導體產業學院越南境外碩士專班,D 日,M 碩士,4,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141066,國際半導體產業學院碩士班,D 日,M 碩士,22,10,18 新竹市,1 一般
112,7,國立陽明交通大學,7141067,電機學院博士班,D 日,D 博士,0,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141067,電機學院碩士在職專班,N 職,M 碩士,19,4,18 新竹市,1 一般
112,7,國立陽明交通大學,7141068,電機資訊國際博士學位學程,D 日,D 博士,10,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7141068,電機資訊國際碩士學位學程,D 日,M 碩士,3,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7141068,電機資訊學士班,D 日,B 學士,3,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7141069,資訊學院碩士在職專班,N 職,M 碩士,17,4,18 新竹市,1 一般
112,7,國立陽明交通大學,7141074,奈米科學及工程學士學位學程,D 日,B 學士,13,7,18 新竹市,1 一般
112,7,國立陽明交通大學,7141099,人工智慧技術與應用碩士學位學程,D 日,M 碩士,17,3,18 新竹市,1 一般
112,7,國立陽明交通大學,7141101,光電學院博士班,D 日,D 博士,4,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7151070,機械工程學系,D 日,D 博士,11,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7151070,機械工程學系,D 日,M 碩士,75,11,18 新竹市,1 一般
112,7,國立陽明交通大學,7151070,機械工程學系,D 日,B 學士,79,14,18 新竹市,1 一般
112,7,國立陽明交通大學,7151093,機器人碩士學位學程,D 日,M 碩士,16,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7191075,工業工程與管理學系,D 日,M 碩士,21,23,18 新竹市,1 一般
112,7,國立陽明交通大學,7191075,工業工程與管理學系,D 日,B 學士,29,31,18 新竹市,1 一般
112,7,國立陽明交通大學,7193077,生醫工程研究所,D 日,M 碩士,22,13,18 新竹市,1 一般
112,7,國立陽明交通大學,7193079,影像與生醫光電研究所,D 日,M 碩士,18,2,18 新竹市,1 一般
112,7,國立陽明交通大學,7193080,生醫科學與工程博士學位學程,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7193120,生醫光電研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7193120,生醫光電研究所,D 日,M 碩士,14,9,18 新竹市,1 一般
112,7,國立陽明交通大學,7193122,生物醫學工程學系,D 日,D 博士,2,2,18 新竹市,1 一般
112,7,國立陽明交通大學,7193122,生物醫學工程學系,D 日,M 碩士,15,15,18 新竹市,1 一般
112,7,國立陽明交通大學,7193122,生物醫學工程學系,D 日,B 學士,19,12,18 新竹市,1 一般
112,7,國立陽明交通大學,7193172,數位醫療學士學位學程,D 日,B 學士,1,0,18 新竹市,1 一般
112,7,國立陽明交通大學,7199083,工學院碩士在職專班,N 職,M 碩士,46,14,18 新竹市,1 一般
112,7,國立陽明交通大學,7199102,系統工程與科技學士學位學程,D 日,B 學士,192,53,18 新竹市,1 一般
112,7,國立陽明交通大學,7311085,建築研究所,D 日,M 碩士,9,9,18 新竹市,1 一般
112,7,國立陽明交通大學,7321071,土木工程學系,D 日,D 博士,2,1,18 新竹市,1 一般
112,7,國立陽明交通大學,7321071,土木工程學系,D 日,M 碩士,48,19,18 新竹市,1 一般
112,7,國立陽明交通大學,7321071,土木工程學系,D 日,B 學士,55,10,18 新竹市,1 一般
112,7,國立陽明交通大學,9111160,牙醫學系,D 日,D 博士,0,2,18 新竹市,1 一般
112,7,國立陽明交通大學,9111160,牙醫學系,D 日,M 碩士,1,2,18 新竹市,1 一般
112,7,國立陽明交通大學,9111160,牙醫學系,D 日,B 學士,27,19,18 新竹市,1 一般
112,7,國立陽明交通大學,9111162,口腔生物研究所,D 日,M 碩士,2,4,18 新竹市,1 一般
112,7,國立陽明交通大學,9121125,醫學系,D 日,B 學士,88,49,18 新竹市,1 一般
