學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間_進修別,等級別,上學年畢業生男,上學年畢業生女,縣市名稱,體系別
112,1,國立政治大學,1111001,教育學系,D 日,D 博士,6,14,30 臺北市,1 一般
112,1,國立政治大學,1111001,教育學系,D 日,M 碩士,6,4,30 臺北市,1 一般
112,1,國立政治大學,1111001,教育學系,D 日,B 學士,17,32,30 臺北市,1 一般
112,1,國立政治大學,1114005,教育行政與政策研究所,D 日,M 碩士,6,7,30 臺北市,1 一般
112,1,國立政治大學,1114006,學校行政碩士在職專班,N 職,M 碩士,8,7,30 臺北市,1 一般
112,1,國立政治大學,1121004,幼兒教育研究所,D 日,M 碩士,0,11,30 臺北市,1 一般
112,1,國立政治大學,2211019,宗教研究所,D 日,D 博士,1,2,30 臺北市,1 一般
112,1,國立政治大學,2211019,宗教研究所,D 日,M 碩士,3,2,30 臺北市,1 一般
112,1,國立政治大學,2221020,歷史學系,D 日,D 博士,2,1,30 臺北市,1 一般
112,1,國立政治大學,2221020,歷史學系,D 日,M 碩士,11,4,30 臺北市,1 一般
112,1,國立政治大學,2221020,歷史學系,D 日,B 學士,22,12,30 臺北市,1 一般
112,1,國立政治大學,2221021,台灣史研究所,D 日,M 碩士,3,1,30 臺北市,1 一般
112,1,國立政治大學,2222031,民族學系,D 日,D 博士,0,1,30 臺北市,1 一般
112,1,國立政治大學,2222031,民族學系,D 日,M 碩士,3,0,30 臺北市,1 一般
112,1,國立政治大學,2222031,民族學系,D 日,B 學士,11,13,30 臺北市,1 一般
112,1,國立政治大學,2231022,哲學系,D 日,D 博士,2,2,30 臺北市,1 一般
112,1,國立政治大學,2231022,哲學系,D 日,M 碩士,4,2,30 臺北市,1 一般
112,1,國立政治大學,2231022,哲學系,D 日,B 學士,18,11,30 臺北市,1 一般
112,1,國立政治大學,2311009,英國語文學系,D 日,D 博士,1,4,30 臺北市,1 一般
112,1,國立政治大學,2311009,英國語文學系,D 日,M 碩士,1,14,30 臺北市,1 一般
112,1,國立政治大學,2311009,英國語文學系,D 日,B 學士,11,40,30 臺北市,1 一般
112,1,國立政治大學,2311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,2,5,30 臺北市,1 一般
112,1,國立政治大學,2311011,日本語文學系,D 日,M 碩士,1,2,30 臺北市,1 一般
112,1,國立政治大學,2311011,日本語文學系,D 日,B 學士,14,32,30 臺北市,1 一般
112,1,國立政治大學,2311012,阿拉伯語文學系,D 日,B 學士,9,12,30 臺北市,1 一般
112,1,國立政治大學,2311014,韓國語文學系,D 日,M 碩士,0,5,30 臺北市,1 一般
112,1,國立政治大學,2311014,韓國語文學系,D 日,B 學士,4,20,30 臺北市,1 一般
112,1,國立政治大學,2311015,土耳其語文學系,D 日,B 學士,5,11,30 臺北市,1 一般
112,1,國立政治大學,2311016,歐洲語文學系,D 日,B 學士,8,43,30 臺北市,1 一般
112,1,國立政治大學,2311017,斯拉夫語文學系,D 日,M 碩士,3,0,30 臺北市,1 一般
112,1,國立政治大學,2311017,斯拉夫語文學系,D 日,B 學士,11,35,30 臺北市,1 一般
112,1,國立政治大學,2311087,東南亞語言與文化學士學位學程,D 日,B 學士,4,6,30 臺北市,1 一般
112,1,國立政治大學,2321007,台灣文學研究所,D 日,M 碩士,3,0,30 臺北市,1 一般
112,1,國立政治大學,2322008,中國文學系,D 日,D 博士,2,1,30 臺北市,1 一般
112,1,國立政治大學,2322008,中國文學系,D 日,M 碩士,9,17,30 臺北市,1 一般
112,1,國立政治大學,2322008,中國文學系,D 日,B 學士,16,47,30 臺北市,1 一般
112,1,國立政治大學,2322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,1,12,30 臺北市,1 一般
112,1,國立政治大學,2323002,華語文教學博士學位學程,D 日,D 博士,0,1,30 臺北市,1 一般
112,1,國立政治大學,2323002,華語文教學碩士學位學程,D 日,M 碩士,1,4,30 臺北市,1 一般
112,1,國立政治大學,2399018,語言學研究所,D 日,D 博士,1,1,30 臺北市,1 一般
112,1,國立政治大學,2399018,語言學研究所,D 日,M 碩士,5,2,30 臺北市,1 一般
112,1,國立政治大學,3111024,經濟學系,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,3111024,經濟學系,D 日,M 碩士,32,6,30 臺北市,1 一般
112,1,國立政治大學,3111024,經濟學系,D 日,B 學士,62,46,30 臺北市,1 一般
112,1,國立政治大學,3111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,6,7,30 臺北市,1 一般
112,1,國立政治大學,3121026,政治學系,D 日,D 博士,4,1,30 臺北市,1 一般
112,1,國立政治大學,3121026,政治學系,D 日,M 碩士,9,9,30 臺北市,1 一般
112,1,國立政治大學,3121026,政治學系,D 日,B 學士,22,24,30 臺北市,1 一般
112,1,國立政治大學,3121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,9,7,30 臺北市,1 一般
112,1,國立政治大學,3122045,外交學系,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,3122045,外交學系,D 日,M 碩士,10,14,30 臺北市,1 一般
112,1,國立政治大學,3122045,外交學系,D 日,B 學士,39,33,30 臺北市,1 一般
112,1,國立政治大學,3122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,10,8,30 臺北市,1 一般
112,1,國立政治大學,3122046,國際研究英語碩士學位學程,D 日,M 碩士,9,5,30 臺北市,1 一般
112,1,國立政治大學,3131032,心理學系,D 日,M 碩士,7,18,30 臺北市,1 一般
112,1,國立政治大學,3131032,心理學系,D 日,B 學士,15,30,30 臺北市,1 一般
112,1,國立政治大學,3131033,輔導與諮商碩士學位學程,D 日,M 碩士,2,11,30 臺北市,1 一般
112,1,國立政治大學,3141030,社會學系,D 日,D 博士,2,0,30 臺北市,1 一般
112,1,國立政治大學,3141030,社會學系,D 日,M 碩士,7,7,30 臺北市,1 一般
112,1,國立政治大學,3141030,社會學系,D 日,B 學士,20,19,30 臺北市,1 一般
112,1,國立政治大學,3143023,中東與中亞研究碩士學位學程,D 日,M 碩士,1,2,30 臺北市,1 一般
112,1,國立政治大學,3143028,東亞研究所,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,3143028,東亞研究所,D 日,M 碩士,12,5,30 臺北市,1 一般
112,1,國立政治大學,3143036,日本研究博士學位學程,D 日,D 博士,3,0,30 臺北市,1 一般
112,1,國立政治大學,3143036,日本研究碩士學位學程,D 日,M 碩士,5,5,30 臺北市,1 一般
112,1,國立政治大學,3143038,俄羅斯研究所,D 日,M 碩士,4,7,30 臺北市,1 一般
112,1,國立政治大學,3143040,亞太研究英語博士學位學程,D 日,D 博士,4,4,30 臺北市,1 一般
112,1,國立政治大學,3143040,亞太研究英語碩士學位學程,D 日,M 碩士,5,6,30 臺北市,1 一般
112,1,國立政治大學,3143043,地政學系,D 日,M 碩士,11,12,30 臺北市,1 一般
112,1,國立政治大學,3143043,地政學系,D 日,B 學士,60,52,30 臺北市,1 一般
112,1,國立政治大學,3143043,地政學系,N 職,M 碩士,5,9,30 臺北市,1 一般
112,1,國立政治大學,3143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,1,1,30 臺北市,1 一般
112,1,國立政治大學,3191047,國家發展研究所,D 日,D 博士,2,0,30 臺北市,1 一般
112,1,國立政治大學,3191047,國家發展研究所,D 日,M 碩士,7,8,30 臺北市,1 一般
112,1,國立政治大學,3199048,勞工研究所,D 日,M 碩士,5,16,30 臺北市,1 一般
112,1,國立政治大學,3211049,傳播學院傳播碩士學位學程,D 日,M 碩士,12,49,30 臺北市,1 一般
112,1,國立政治大學,3211050,國際傳播英語碩士學位學程,D 日,M 碩士,6,15,30 臺北市,1 一般
112,1,國立政治大學,3211056,傳播學院博士班,D 日,D 博士,2,2,30 臺北市,1 一般
112,1,國立政治大學,3211056,傳播學院碩士在職專班,N 職,M 碩士,7,13,30 臺北市,1 一般
112,1,國立政治大學,3213052,廣播電視學系,D 日,B 學士,33,56,30 臺北市,1 一般
112,1,國立政治大學,3214051,新聞學系,D 日,B 學士,9,30,30 臺北市,1 一般
112,1,國立政治大學,3214093,全球傳播與創新科技碩士學位學程,D 日,M 碩士,0,1,30 臺北市,1 一般
112,1,國立政治大學,3222054,圖書資訊與檔案學研究所,D 日,M 碩士,1,8,30 臺北市,1 一般
112,1,國立政治大學,3222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,2,16,30 臺北市,1 一般
112,1,國立政治大學,4111059,會計學系,D 日,D 博士,1,1,30 臺北市,1 一般
112,1,國立政治大學,4111059,會計學系,D 日,M 碩士,27,34,30 臺北市,1 一般
112,1,國立政治大學,4111059,會計學系,D 日,B 學士,28,57,30 臺北市,1 一般
112,1,國立政治大學,4121065,財務管理學系,D 日,D 博士,1,1,30 臺北市,1 一般
112,1,國立政治大學,4121065,財務管理學系,D 日,M 碩士,14,16,30 臺北市,1 一般
112,1,國立政治大學,4121065,財務管理學系,D 日,B 學士,17,30,30 臺北市,1 一般
112,1,國立政治大學,4121068,金融學系,D 日,D 博士,4,0,30 臺北市,1 一般
112,1,國立政治大學,4121068,金融學系,D 日,M 碩士,21,12,30 臺北市,1 一般
112,1,國立政治大學,4121068,金融學系,D 日,B 學士,29,35,30 臺北市,1 一般
112,1,國立政治大學,4122070,財政學系,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,4122070,財政學系,D 日,M 碩士,7,25,30 臺北市,1 一般
112,1,國立政治大學,4122070,財政學系,D 日,B 學士,40,53,30 臺北市,1 一般
112,1,國立政治大學,4123069,風險管理與保險學系,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,4123069,風險管理與保險學系,D 日,M 碩士,14,15,30 臺北市,1 一般
112,1,國立政治大學,4123069,風險管理與保險學系,D 日,B 學士,32,21,30 臺北市,1 一般
112,1,國立政治大學,4131060,企業管理學系,D 日,D 博士,1,3,30 臺北市,1 一般
112,1,國立政治大學,4131060,企業管理研究所(MBA學位學程),D 日,M 碩士,33,58,30 臺北市,1 一般
112,1,國立政治大學,4131060,企業管理學系,D 日,B 學士,43,61,30 臺北市,1 一般
112,1,國立政治大學,4131062,經營管理碩士學程全球華商班,N 職,M 碩士,13,8,30 臺北市,1 一般
112,1,國立政治大學,4131062,經營管理碩士學程高階經營班,N 職,M 碩士,99,86,30 臺北市,1 一般
112,1,國立政治大學,4131064,國際經營管理英語碩士學位學程,D 日,M 碩士,32,22,30 臺北市,1 一般
112,1,國立政治大學,4131091,創新國際學院學士班,D 日,B 學士,0,1,30 臺北市,1 一般
112,1,國立政治大學,4134041,公共行政學系,D 日,D 博士,1,2,30 臺北市,1 一般
112,1,國立政治大學,4134041,公共行政學系,D 日,M 碩士,8,7,30 臺北市,1 一般
112,1,國立政治大學,4134041,公共行政學系,D 日,B 學士,16,29,30 臺北市,1 一般
112,1,國立政治大學,4134042,行政管理碩士學程,N 職,M 碩士,16,36,30 臺北市,1 一般
112,1,國立政治大學,4134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,5,3,30 臺北市,1 一般
112,1,國立政治大學,4134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,N 職,M 碩士,20,5,30 臺北市,1 一般
112,1,國立政治大學,4141067,國際經營與貿易學系,D 日,D 博士,0,1,30 臺北市,1 一般
112,1,國立政治大學,4141067,國際經營與貿易學系,D 日,M 碩士,22,26,30 臺北市,1 一般
112,1,國立政治大學,4141067,國際經營與貿易學系,D 日,B 學士,25,65,30 臺北市,1 一般
112,1,國立政治大學,4143055,廣告學系,D 日,B 學士,29,79,30 臺北市,1 一般
112,1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,D 博士,1,1,30 臺北市,1 一般
112,1,國立政治大學,4199072,科技管理與智慧財產研究所,D 日,M 碩士,23,28,30 臺北市,1 一般
112,1,國立政治大學,4211073,法律學系,D 日,B 學士,95,93,30 臺北市,1 一般
112,1,國立政治大學,4211074,法律科際整合研究所,D 日,M 碩士,3,4,30 臺北市,1 一般
112,1,國立政治大學,4211075,法學院碩士在職專班,N 職,M 碩士,22,21,30 臺北市,1 一般
112,1,國立政治大學,4212073,法律學系,D 日,D 博士,7,0,30 臺北市,1 一般
112,1,國立政治大學,4212073,法律學系,D 日,M 碩士,24,29,30 臺北市,1 一般
112,1,國立政治大學,5199083,神經科學研究所,D 日,M 碩士,0,1,30 臺北市,1 一般
112,1,國立政治大學,5331077,應用物理研究所,D 日,M 碩士,7,0,30 臺北市,1 一般
112,1,國立政治大學,5411078,應用數學系,D 日,D 博士,0,1,30 臺北市,1 一般
112,1,國立政治大學,5411078,應用數學系,D 日,M 碩士,12,2,30 臺北市,1 一般
112,1,國立政治大學,5411078,應用數學系,D 日,B 學士,22,7,30 臺北市,1 一般
112,1,國立政治大學,5421079,統計學系,D 日,M 碩士,21,7,30 臺北市,1 一般
112,1,國立政治大學,5421079,統計學系,D 日,B 學士,31,24,30 臺北市,1 一般
112,1,國立政治大學,6131080,資訊管理學系,D 日,D 博士,5,3,30 臺北市,1 一般
112,1,國立政治大學,6131080,資訊管理學系,D 日,M 碩士,23,24,30 臺北市,1 一般
112,1,國立政治大學,6131080,資訊管理學系,D 日,B 學士,37,38,30 臺北市,1 一般
112,1,國立政治大學,6131081,資訊科學系,D 日,D 博士,1,0,30 臺北市,1 一般
112,1,國立政治大學,6131081,資訊科學系,D 日,M 碩士,30,7,30 臺北市,1 一般
112,1,國立政治大學,6131081,資訊科學系,D 日,B 學士,35,12,30 臺北市,1 一般
112,1,國立政治大學,6131081,資訊科學系,N 職,M 碩士,6,7,30 臺北市,1 一般
112,1,國立政治大學,6134057,數位內容碩士學位學程,D 日,M 碩士,8,6,30 臺北市,1 一般
112,1,國立政治大學,9231084,社會工作研究所,D 日,M 碩士,4,7,30 臺北市,1 一般
112,2,國立清華大學,1111084,教育與學習科技學系,D 日,D 博士,0,2,18 新竹市,1 一般
112,2,國立清華大學,1111084,教育與學習科技學系,D 日,M 碩士,3,24,18 新竹市,1 一般
112,2,國立清華大學,1111084,教育與學習科技學系,D 日,B 學士,10,30,18 新竹市,1 一般
112,2,國立清華大學,1111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,0,12,18 新竹市,1 一般
112,2,國立清華大學,1111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,2,23,18 新竹市,1 一般
112,2,國立清華大學,1111112,竹師教育學院學士班,D 日,B 學士,9,13,18 新竹市,1 一般
112,2,國立清華大學,1113095,特殊教育學系,D 日,M 碩士,2,7,18 新竹市,1 一般
112,2,國立清華大學,1113095,特殊教育學系,D 日,B 學士,6,28,18 新竹市,1 一般
112,2,國立清華大學,1113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,0,3,18 新竹市,1 一般
112,2,國立清華大學,1121091,幼兒教育學系,D 日,M 碩士,1,14,18 新竹市,1 一般
112,2,國立清華大學,1121091,幼兒教育學系,D 日,B 學士,0,31,18 新竹市,1 一般
112,2,國立清華大學,1121091,幼兒教育學系,N 職,M 碩士,1,6,18 新竹市,1 一般
112,2,國立清華大學,1131085,數理教育研究所,D 日,M 碩士,8,5,18 新竹市,1 一般
112,2,國立清華大學,1131085,數理教育研究所,N 職,M 碩士,6,11,18 新竹市,1 一般
112,2,國立清華大學,1131105,英語教學系,D 日,M 碩士,1,4,18 新竹市,1 一般
112,2,國立清華大學,1131105,英語教學系,D 日,B 學士,12,32,18 新竹市,1 一般
112,2,國立清華大學,1141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,1,7,18 新竹市,1 一般
112,2,國立清華大學,1141127,運動科學系,D 日,M 碩士,7,5,18 新竹市,1 一般
112,2,國立清華大學,1141127,運動科學系,D 日,B 學士,27,10,18 新竹市,1 一般
112,2,國立清華大學,1141127,運動科學系,N 職,M 碩士,7,10,18 新竹市,1 一般
112,2,國立清華大學,1199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,2,1,18 新竹市,1 一般
112,2,國立清華大學,2131098,藝術與設計學系,D 日,M 碩士,6,15,18 新竹市,1 一般
112,2,國立清華大學,2131098,藝術與設計學系,D 日,B 學士,13,52,18 新竹市,1 一般
112,2,國立清華大學,2151096,音樂學系,D 日,M 碩士,6,16,18 新竹市,1 一般
112,2,國立清華大學,2151096,音樂學系,D 日,B 學士,17,13,18 新竹市,1 一般
112,2,國立清華大學,2151096,音樂學系音樂碩士在職專班,N 職,M 碩士,0,1,18 新竹市,1 一般
112,2,國立清華大學,2191113,藝術學院學士班,D 日,B 學士,8,21,18 新竹市,1 一般
112,2,國立清華大學,2221006,歷史研究所,D 日,M 碩士,3,5,18 新竹市,1 一般
112,2,國立清華大學,2222007,人類學研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,2222007,人類學研究所,D 日,M 碩士,4,1,18 新竹市,1 一般
112,2,國立清華大學,2231008,哲學研究所,D 日,M 碩士,2,3,18 新竹市,1 一般
112,2,國立清華大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,2,2,18 新竹市,1 一般
112,2,國立清華大學,2299010,人文社會學院學士班,D 日,B 學士,22,51,18 新竹市,1 一般
112,2,國立清華大學,2311002,外國語文學系,D 日,M 碩士,0,1,18 新竹市,1 一般
112,2,國立清華大學,2311002,外國語文學系,D 日,B 學士,11,28,18 新竹市,1 一般
112,2,國立清華大學,2321001,台灣文學研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,2321001,台灣文學研究所,D 日,M 碩士,5,5,18 新竹市,1 一般
112,2,國立清華大學,2321101,臺灣語言研究與教學研究所,D 日,D 博士,0,1,18 新竹市,1 一般
112,2,國立清華大學,2321101,臺灣語言研究與教學研究所,D 日,M 碩士,1,5,18 新竹市,1 一般
112,2,國立清華大學,2322003,中國文學系,D 日,D 博士,3,4,18 新竹市,1 一般
112,2,國立清華大學,2322003,中國文學系,D 日,M 碩士,4,15,18 新竹市,1 一般
112,2,國立清華大學,2322003,中國文學系,D 日,B 學士,9,35,18 新竹市,1 一般
112,2,國立清華大學,2322109,中國語文學系,D 日,M 碩士,0,3,18 新竹市,1 一般
112,2,國立清華大學,2322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,1,0,18 新竹市,1 一般
112,2,國立清華大學,2322109,中國語文學系語文碩士在職專班,N 職,M 碩士,0,2,18 新竹市,1 一般
112,2,國立清華大學,2323114,華文文學研究所,D 日,M 碩士,4,5,18 新竹市,1 一般
112,2,國立清華大學,2399005,語言學研究所,D 日,D 博士,1,2,18 新竹市,1 一般
112,2,國立清華大學,2399005,語言學研究所,D 日,M 碩士,4,5,18 新竹市,1 一般
112,2,國立清華大學,3111011,經濟學系,D 日,M 碩士,14,9,18 新竹市,1 一般
112,2,國立清華大學,3111011,經濟學系,D 日,B 學士,48,71,18 新竹市,1 一般
112,2,國立清華大學,3131077,教育心理與諮商學系,D 日,M 碩士,12,32,18 新竹市,1 一般
112,2,國立清華大學,3131077,教育心理與諮商學系,D 日,B 學士,8,32,18 新竹市,1 一般
112,2,國立清華大學,3131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,1,16,18 新竹市,1 一般
112,2,國立清華大學,3141012,社會學研究所,D 日,D 博士,0,1,18 新竹市,1 一般
112,2,國立清華大學,3141012,社會學研究所,D 日,M 碩士,5,5,18 新竹市,1 一般
112,2,國立清華大學,3143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,4,9,18 新竹市,1 一般
112,2,國立清華大學,3199111,學習科學與科技研究所,D 日,M 碩士,10,12,18 新竹市,1 一般
112,2,國立清華大學,4121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,7,17,18 新竹市,1 一般
112,2,國立清華大學,4121020,計量財務金融學系,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,4121020,計量財務金融學系,D 日,M 碩士,8,10,18 新竹市,1 一般
112,2,國立清華大學,4121020,計量財務金融學系,D 日,B 學士,28,32,18 新竹市,1 一般
112,2,國立清華大學,4131016,經營管理碩士在職專班,N 職,M 碩士,34,17,18 新竹市,1 一般
112,2,國立清華大學,4131018,國際專業管理碩士班,D 日,M 碩士,15,17,18 新竹市,1 一般
112,2,國立清華大學,4134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,13,10,18 新竹市,1 一般
112,2,國立清華大學,4199017,科技管理研究所,D 日,D 博士,2,1,18 新竹市,1 一般
112,2,國立清華大學,4199017,科技管理研究所,D 日,M 碩士,10,19,18 新竹市,1 一般
112,2,國立清華大學,4199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,N 職,M 碩士,7,5,18 新竹市,1 一般
112,2,國立清華大學,4199021,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,6,5,18 新竹市,1 一般
112,2,國立清華大學,4199021,高階經營管理碩士在職專班,N 職,M 碩士,35,13,18 新竹市,1 一般
112,2,國立清華大學,4199021,高階經營管理雙聯碩士在職學位學程,N 職,M 碩士,11,9,18 新竹市,1 一般
112,2,國立清華大學,4199022,服務科學研究所,D 日,D 博士,1,1,18 新竹市,1 一般
112,2,國立清華大學,4199022,服務科學研究所,D 日,M 碩士,4,19,18 新竹市,1 一般
112,2,國立清華大學,4199023,科技管理學院學士班,D 日,B 學士,25,42,18 新竹市,1 一般
112,2,國立清華大學,4199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,5,9,18 新竹市,1 一般
112,2,國立清華大學,4212024,科技法律研究所,D 日,M 碩士,5,16,18 新竹市,1 一般
112,2,國立清華大學,5111106,應用科學系,D 日,B 學士,1,0,18 新竹市,1 一般
112,2,國立清華大學,5121025,生命科學系,D 日,B 學士,24,18,18 新竹市,1 一般
112,2,國立清華大學,5121026,生物科技研究所,D 日,D 博士,4,1,18 新竹市,1 一般
112,2,國立清華大學,5121026,生物科技研究所,D 日,M 碩士,15,13,18 新竹市,1 一般
112,2,國立清華大學,5121028,分子與細胞生物研究所,D 日,D 博士,4,3,18 新竹市,1 一般
112,2,國立清華大學,5121028,分子與細胞生物研究所,D 日,M 碩士,5,5,18 新竹市,1 一般
112,2,國立清華大學,5121029,生技產業博士學位學程,D 日,D 博士,1,1,18 新竹市,1 一般
112,2,國立清華大學,5121030,生物資訊與結構生物研究所,D 日,D 博士,2,2,18 新竹市,1 一般
112,2,國立清華大學,5121030,生物資訊與結構生物研究所,D 日,M 碩士,7,9,18 新竹市,1 一般
112,2,國立清華大學,5121072,分子醫學研究所,D 日,D 博士,2,1,18 新竹市,1 一般
112,2,國立清華大學,5121072,分子醫學研究所,D 日,M 碩士,6,11,18 新竹市,1 一般
112,2,國立清華大學,5199032,生命科學院學士班,D 日,B 學士,9,11,18 新竹市,1 一般
112,2,國立清華大學,5199033,系統神經科學研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,5199033,系統神經科學研究所,D 日,M 碩士,5,4,18 新竹市,1 一般
112,2,國立清華大學,5211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,5211102,環境與文化資源學系,D 日,M 碩士,4,5,18 新竹市,1 一般
112,2,國立清華大學,5211102,環境與文化資源學系,D 日,B 學士,3,4,18 新竹市,1 一般
112,2,國立清華大學,5211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,1,4,18 新竹市,1 一般
112,2,國立清華大學,5211121,分析與環境科學研究所,D 日,M 碩士,1,7,18 新竹市,1 一般
112,2,國立清華大學,5311037,化學系,D 日,D 博士,12,3,18 新竹市,1 一般
112,2,國立清華大學,5311037,化學系,D 日,M 碩士,58,30,18 新竹市,1 一般
112,2,國立清華大學,5311037,化學系,D 日,B 學士,30,19,18 新竹市,1 一般
112,2,國立清華大學,5331038,物理學系,D 日,D 博士,10,0,18 新竹市,1 一般
112,2,國立清華大學,5331038,物理學系,D 日,M 碩士,51,7,18 新竹市,1 一般
112,2,國立清華大學,5331038,物理學系,D 日,B 學士,63,10,18 新竹市,1 一般
112,2,國立清華大學,5332039,天文研究所,D 日,D 博士,4,0,18 新竹市,1 一般
112,2,國立清華大學,5332039,天文研究所,D 日,M 碩士,6,4,18 新竹市,1 一般
112,2,國立清華大學,5399040,先進光源科技博士學位學程,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,5399040,先進光源科技碩士學位學程,D 日,M 碩士,2,1,18 新竹市,1 一般
112,2,國立清華大學,5399042,理學院學士班,D 日,B 學士,21,5,18 新竹市,1 一般
112,2,國立清華大學,5411043,數學系,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,5411043,數學系,D 日,M 碩士,6,4,18 新竹市,1 一般
112,2,國立清華大學,5411043,數學系,D 日,B 學士,50,13,18 新竹市,1 一般
112,2,國立清華大學,5411115,計算與建模科學研究所,D 日,M 碩士,6,4,18 新竹市,1 一般
112,2,國立清華大學,5421044,統計學研究所,D 日,M 碩士,21,6,18 新竹市,1 一般
112,2,國立清華大學,6131053,資訊工程學系,D 日,D 博士,3,2,18 新竹市,1 一般
112,2,國立清華大學,6131053,資訊工程學系,D 日,M 碩士,140,31,18 新竹市,1 一般
112,2,國立清華大學,6131053,資訊工程學系,D 日,B 學士,88,44,18 新竹市,1 一般
112,2,國立清華大學,6131122,資訊安全研究所,D 日,M 碩士,14,2,18 新竹市,1 一般
112,2,國立清華大學,6134046,資訊系統與應用研究所,D 日,D 博士,4,0,18 新竹市,1 一般
112,2,國立清華大學,6134046,資訊系統與應用研究所,D 日,M 碩士,38,13,18 新竹市,1 一般
112,2,國立清華大學,6134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,1,1,18 新竹市,1 一般
112,2,國立清華大學,7111057,化學工程學系,D 日,D 博士,16,4,18 新竹市,1 一般
112,2,國立清華大學,7111057,化學工程學系,D 日,M 碩士,62,28,18 新竹市,1 一般
112,2,國立清華大學,7111057,化學工程學系,D 日,B 學士,37,25,18 新竹市,1 一般
112,2,國立清華大學,7112058,材料科學工程學系,D 日,D 博士,22,5,18 新竹市,1 一般
112,2,國立清華大學,7112058,材料科學工程學系,D 日,M 碩士,75,31,18 新竹市,1 一般
112,2,國立清華大學,7112058,材料科學工程學系,D 日,B 學士,72,42,18 新竹市,1 一般
112,2,國立清華大學,7112071,工學院學士班,D 日,B 學士,14,7,18 新竹市,1 一般
112,2,國立清華大學,7112118,前瞻功能材料產業博士學位學程,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,7131068,核子工程與科學研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,7131068,核子工程與科學研究所,D 日,M 碩士,11,7,18 新竹市,1 一般
112,2,國立清華大學,7141049,電機工程學系,D 日,D 博士,6,0,18 新竹市,1 一般
112,2,國立清華大學,7141049,電機工程學系,D 日,M 碩士,107,22,18 新竹市,1 一般
112,2,國立清華大學,7141049,電機工程學系,D 日,B 學士,84,25,18 新竹市,1 一般
112,2,國立清華大學,7141050,電子工程研究所,D 日,D 博士,5,0,18 新竹市,1 一般
112,2,國立清華大學,7141050,電子工程研究所,D 日,M 碩士,75,11,18 新竹市,1 一般
112,2,國立清華大學,7141052,光電工程研究所,D 日,D 博士,1,0,18 新竹市,1 一般
112,2,國立清華大學,7141052,光電工程研究所,D 日,M 碩士,32,10,18 新竹市,1 一般
112,2,國立清華大學,7141054,通訊工程研究所,D 日,D 博士,3,0,18 新竹市,1 一般
112,2,國立清華大學,7141054,通訊工程研究所,D 日,M 碩士,44,11,18 新竹市,1 一般
112,2,國立清華大學,7141055,電機資訊學院學士班,D 日,B 學士,36,13,18 新竹市,1 一般
